id,series,name,codes,sizes,pdf,hidden,local
60,R5 PARKING SERIES,Parking Signs - Refer to Australian Standards for sign sizes and design detail,,,N,False,
1023,OTHER,"State Government and Federal Government funded Project Sign Guidelines - Black Spot
",,,Y,False,Original PDFs/1023.pdf
1281,OTHER,Red Stop Disc Signal (Operational Tram Sign),332-A3-11-2423,230x230,Y,False,Original PDFs/1281.pdf
711,W7 RAILWAY LEVEL CROSSING SERIES,TES13699 or RX-11,13699,1200x1650,N,False,
1484,R6 MISCELLANEOUS SERIES,Railway Crossing Position With Target Board 2 Tracks Stop Look For Trains,13908(2),750x1800,Y,False,Original PDFs/1484.pdf
1125,OTHER,Event Parking restrictions,19086,1200x1650,N,False,
1121,OTHER,Stadium Parking,19120,1200x1650,N,False,
1267,OTHER,Compulsary Stop (Operational Tram Sign),CS2-DRG-352357,450x300,Y,False,Original PDFs/1267.pdf
1268,OTHER,Stopping Place (Operational Tram Sign),CS2-DRG-352358,450x300,Y,False,Original PDFs/1268.pdf
1269,OTHER,Start Single Line Working (Operational Tram Sign),CS2-DRG-352359,550x450,Y,False,Original PDFs/1269.pdf
1270,OTHER,End Single Line Working (Operational Tram Sign),CS2-DRG-352360,550x450,Y,False,Original PDFs/1270.pdf
1271,OTHER,Induction Loop (Operational Tram Sign),CS2-DRG-352361,300x450,Y,False,Original PDFs/1271.pdf
1272,OTHER,Sound Bell (Operational Tram Sign),CS2-DRG-352362,450x400,Y,False,Original PDFs/1272.pdf
1273,OTHER,Fouling Point (Operational Tram Sign),CS2-DRG-352363,450x300,Y,False,Original PDFs/1273.pdf
1274,OTHER,Shunt Limit (Operational Tram Sign),CS2-DRG-352364,450x300,Y,False,Original PDFs/1274.pdf
349,D4 HAZARD MARKERS SERIES,Unidirectional Hazard Marker,D4-1-1A | D4-1-1B,1600x400 | 3200x800,N,False,
351,D4 HAZARD MARKERS SERIES,Unidirectional Hazard Marker,D4-1-2A | D4-1-2B,450x450 | 600x600,N,False,
356,D4 HAZARD MARKERS SERIES,Bidirectional Hazard Marker,D4-2-2A | D4-2-2B,300x750 | 400x1000,N,False,
1480,D4 HAZARD MARKERS SERIES,Bidirectional Hazard Marker (for larger size use D4-SA2-1),D4-2-3A | D4-2-3B,1600x400 | 3200x800,Y,False,Original PDFs/1480.pdf
357,D4 HAZARD MARKERS SERIES,Width Marker (L or R) (left shown),D4-3A | D4-3B,225x450 | 450x900,N,False,
359,D4 HAZARD MARKERS SERIES,Obstruction Marker,D4-5-1,1800x400,N,False,
360,D4 HAZARD MARKERS SERIES,Obstruction Board,D4-5 | D4-SA5,1800x400 | 2400x400,Y,False,Original PDFs/360.pdf
361,D4 HAZARD MARKERS SERIES,Chevron Alignment Marker,D4-6A | D4-6B | D4-6C | D4-6S,600x750 | 750x900 | 900x1125 | 450x600,Y,False,Original PDFs/361.pdf
350,D4 HAZARD MARKERS SERIES,Unidirectional Hazard Board,D4-SA1-1,2400x400,Y,False,Original PDFs/350.pdf
353,D4 HAZARD MARKERS SERIES,Hazard Marker For Convex Nose Assembly on a Low Maintenance Attenuator ONLY,D4-SA1-4,1000x450,Y,False,Original PDFs/353.pdf
355,D4 HAZARD MARKERS SERIES,Bidirectional Hazard Board,D4-SA2-1,2400x400,Y,False,Original PDFs/355.pdf
922,D4 HAZARD MARKERS SERIES,BidirectionalHazard Marker (Smaller),D4-SA2-S,400x600,Y,False,Original PDFs/922.pdf
362,D4 HAZARD MARKERS SERIES,Hazard Marker For Type F Concrete Safety Barrier ONLY,D4-SA50-1,240x445,Y,False,Original PDFs/362.pdf
723,D4 HAZARD MARKERS SERIES,Hazard Marker for VCB Concrete Safety Barrier or Temporary Bollard,D4-SA50-2,150x450,N,False,
668,D4 HAZARD MARKERS SERIES,Width Marker for ET2000 Terminal Ends (L or R) (right shown),D4-SA51-1,350x700,Y,False,Original PDFs/668.pdf
862,D4 HAZARD MARKERS SERIES,Width Marker for SKT Terminal (LorR) (right shown),D4-SA51-2,490x490,Y,False,Original PDFs/862.pdf
1180,D4 HAZARD MARKERS SERIES,Chevron Median Marker,D4-SA100A | D4-SA100B | D4-SA100C,100x1200 | 150x1200 | 200x1200,Y,False,Original PDFs/1180.pdf
1300,D4 HAZARD MARKERS SERIES,Vertical Chevron Marker,D4-SA101,150x900,Y,False,Original PDFs/1300.pdf
824,OTHER,Disability Access Arrow Symbol,DA-1,250x250,Y,False,Original PDFs/824.pdf
825,OTHER,Disability Access Bus Symbol,DA-2,250x250,Y,False,Original PDFs/825.pdf
826,OTHER,Disability Access Parking Symbol,DA-3,250x250,Y,False,Original PDFs/826.pdf
827,OTHER,Disability Access Tram Symbol,DA-4,250x250,Y,False,Original PDFs/827.pdf
828,OTHER,Disability Access Disabled Symbol,DA-5,250x250,Y,False,Original PDFs/828.pdf
829,OTHER,Disability Access Train Symbol,DA-101,250x250,Y,False,Original PDFs/829.pdf
865,SYMBOL SERIES,Disability Access Zone X Symbol,DA-102,600x450,Y,False,Original PDFs/865.pdf
776,G1-G6 DIRECTION SERIES ,"Finger with Distance , Destination and Route No.",G3-3,0x0,N,False,
724,G1-G6 DIRECTION SERIES ,Rural Road Name Sign,G3-5,0x0,N,False,
725,G1-G6 DIRECTION SERIES ,Finger Board Guide Sign (Refer to G3-SA6),G3-6,1350x200,N,False,
726,G1-G6 DIRECTION SERIES ,Finger Board Guide Sign,G3-SA6-1,1350x200,Y,False,Original PDFs/726.pdf
994,G1-G6 DIRECTION SERIES ,Fingerboard Guide Sign Double Ended,G3-SA6-2,2700x200,Y,False,Original PDFs/994.pdf
1091,G1-G6 DIRECTION SERIES ,Town Name,G6-1,1350x250,N,False,
365,G1-G6 DIRECTION SERIES ,Stream/River/Creek Name,G6-2,1350x200,N,False,
368,G1-G6 DIRECTION SERIES ,Passable to Off-Road Vehicles Only,G6-SA50,1200x600,Y,False,Original PDFs/368.pdf
727,G1-G6 DIRECTION SERIES ,"Controlled Access Road (L,R or L&R) (Approval required for use - refer to Manager, Traffic Services Section of DIT)",G6-SA80,600x450,Y,False,Original PDFs/727.pdf
237,G1-G6 DIRECTION SERIES ,Gate x,G6-SA101A | G6-SA101AA,450x150 | 300x100,Y,False,Original PDFs/237.pdf
372,G7 SERVICE SERIES,Advance - Service Symbol 'xxx' m on Left (1 symbol) Formerly G7-SA107-1,G7-1-1A MOD | G7-1-1B,900x1200 | 1200x1800,Y,False,Original PDFs/372.pdf
373,G7 SERVICE SERIES,Advance - Service Symbol 'xxx' m on Left (2 symbols) Formerly G7-SA107-2,G7-1-2A MOD | G7-1-2B,1200x1050 | 1485x1485,Y,False,Original PDFs/373.pdf
374,G7 SERVICE SERIES,Advance Sign - Service Symbol 'xxx' m on Left (3)   Formerly G7-SA107-3,G7-1-3A MOD | G7-1-3B,1200x1500 | 2220x1485,Y,False,Original PDFs/374.pdf
375,G7 SERVICE SERIES,Advance Sign - Service Symbol 'xxx' m on Left (4)  Formerly G7-SA107-4,G7-1-4A MOD | G7-1-4B,1200x1500 | 1485x2052,Y,False,Original PDFs/375.pdf
376,G7 SERVICE SERIES,Advance Sign - Service Symbol  'xxx' m on Right (1)  Formerly G7-SA107-1,G7-2-1A MOD | G7-2-1B,900x1200 | 1200x1800,Y,False,Original PDFs/376.pdf
377,G7 SERVICE SERIES,Advance Sign - Service Symbol 'xxx' m on Right (2) Formerly G7-SA107-2,G7-2-2A MOD | G7-2-2B,1200x1050 | 1485x1485,Y,False,Original PDFs/377.pdf
378,G7 SERVICE SERIES,Advance- Service Symbol 'xxx' m on Right (3 symbols) Formerly G7-SA107-3,G7-2-3A MOD | G7-2-3B,1200x1500 | 2220x1485,Y,False,Original PDFs/378.pdf
379,G7 SERVICE SERIES,Advance Sign - Service Symbol  'xxx' m on Right (4)    Formerly G7-SA107-4,G7-2-4A MOD | G7-2-4B,1200x1500 | 1485x2052,Y,False,Original PDFs/379.pdf
380,G7 SERVICE SERIES,Position Sign - Service Symbol (1)   L or R Formerly G7-SA106-1,G7-3-1A MOD | G7-3-1B,800x900 | 975x1350,Y,False,Original PDFs/380.pdf
381,G7 SERVICE SERIES,Position Sign - Service Symbol (2)   L or R Formerly G7-SA106-2,G7-3-2A MOD | G7-3-2B,1200x900 | 1695x1485,Y,False,Original PDFs/381.pdf
382,G7 SERVICE SERIES,Position Sign - Service Symbol (3)   L or R Formerly G7-SA106-3,G7-3-3A MOD | G7-3-3B,1200x1350 | 1695x2050,Y,False,Original PDFs/382.pdf
383,G7 SERVICE SERIES,Position - Service Symbol (4 symbols)   L or R Formerly G7-SA106-4,G7-3-4A MOD | G7-3-4B,1200x1350 | 1695x2050,Y,False,Original PDFs/383.pdf
384,G7 SERVICE SERIES,Position - Service Symbol (2 symbols) intersection style (L or R) Formerly G7- SA115-2,G7-4-2A MOD | G7-4-2B,1650x600 | 2565x855,Y,False,Original PDFs/384.pdf
385,G7 SERVICE SERIES,Position - Service Symbol (3 symbols) intersection style (L or R) Formerly G7-SA115-3,G7-4-3A MOD | G7-4-3B,2100x600 | 3195x855,Y,False,Original PDFs/385.pdf
386,G7 SERVICE SERIES,Position Sign - Service Symbol (4) intersection style   (L or R)   Formerly G7- SA115-4,G7-4-4A MOD | G7-4-4B,2550x600 | 3825x855,Y,False,Original PDFs/386.pdf
387,G7 SERVICE SERIES,Location - Service Symbols (1 symbol) with no direction Formerly G7-SA111-1,G7-6-1A MOD | G7-6-1B,600x600 | 1035x900,Y,False,Original PDFs/387.pdf
388,G7 SERVICE SERIES,Location Sign - Service Symbols (2) with no direction Formerly G7-SA111-2,G7-6-2A MOD | G7-6-2B,1200x600 | 1695x855,Y,False,Original PDFs/388.pdf
389,G7 SERVICE SERIES,Location Sign - Service Symbols (3) with no direction Formerly G7-SA111-3,G7-6-3A MOD | G7-6-3B,1200x1050 | 1695x1485,Y,False,Original PDFs/389.pdf
390,G7 SERVICE SERIES,Location Sign - Service Symbols (4) with no direction Formerly G7-SA111-4,G7-6-4A MOD | G7-6-4B,1200x1050 | 1620x1420,Y,False,Original PDFs/390.pdf
391,G7 SERVICE SERIES,Advance - Service Symbol Turn Left 'xxx' m (1 symbol) Formerly G7-SA108-1,G7-7-1A MOD | G7-7-1B,900x1200 | 1200x1800,Y,False,Original PDFs/391.pdf
392,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Left 'xxx' m (2)    Formerly G7-SA108-2,G7-7-2A MOD | G7-7-2B,1200x1050 | 1890x1485,Y,False,Original PDFs/392.pdf
393,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Left 'xxx' m (3)    Formerly G7-SA108-3,G7-7-3A MOD | G7-7-3B,1200x1500 | 2220x1485,Y,False,Original PDFs/393.pdf
394,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Left 'xxx' m (4)    Formerly G7-SA108-4,G7-7-4A MOD | G7-7-4B,1200x1500 | 1890x2115,Y,False,Original PDFs/394.pdf
395,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Right 'xxx' m (1) Formerly G7-SA108-1,G7-8-1A MOD | G7-8-1B,900x1200 | 1200x1800,Y,False,Original PDFs/395.pdf
396,G7 SERVICE SERIES,Advance - Service Symbol Turn Right 'xxx' m (2 symbols) Formerly G7-SA108-2,G7-8-2A MOD | G7-8-2B,1200x1050 | 1965x1485,Y,False,Original PDFs/396.pdf
397,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Right 'xxx' m (3) Formerly G7-SA108-3,G7-8-3A MOD | G7-8-3B,1200x1500 | 1965x1485,Y,False,Original PDFs/397.pdf
398,G7 SERVICE SERIES,Advance Sign - Service Symbol Turn Right 'xxx' m (4) Formerly G7-SA108-4,G7-8-4A MOD | G7-8-4B,1200x1500 | 1965x2115,Y,False,Original PDFs/398.pdf
422,G7 SERVICE SERIES,Advance - Next (symbol) 'x' km,G7-9-1A | G7-9-1B,780x990 | 1200x1485,N,False,
423,G7 SERVICE SERIES,Advance - No (symbol) Next  'xxx' km,G7-10-1A | G7-10-1B,900x1200 | 1350x1800,N,False,
728,G7 SERVICE SERIES,Parking Direction (L or R),G7-11,870x150,N,False,
729,G7 SERVICE SERIES,Parking Direction with Name,G7-12,800x850,N,False,
749,G1-G6 DIRECTION SERIES ,Help Phone,G7-13A | G7-13B,400x400 | 600x600,N,False,
869,G7 SERVICE SERIES,XXX Rest Area 'x' km On Left,G7-SA1,2100x1350,Y,False,Original PDFs/869.pdf
870,G7 SERVICE SERIES,XXX Rest Area  'x' km On Right,G7-SA2,2100x1350,Y,False,Original PDFs/870.pdf
871,G7 SERVICE SERIES,XXX Rest Area,G7-SA3,2100x1350,Y,False,Original PDFs/871.pdf
873,G7 SERVICE SERIES,XXX Rest Area,G7-SA4,2850x900,Y,False,Original PDFs/873.pdf
399,G7 SERVICE SERIES,Advance Sign - Service Symbol 'x' km Left/Right -1,G7-SA109-1,900x1050,Y,False,Original PDFs/399.pdf
400,G7 SERVICE SERIES,Advance Sign - Service Symbol 'x' km Left/Right -2,G7-SA109-2,1200x900,Y,False,Original PDFs/400.pdf
401,G7 SERVICE SERIES,Advance Sign - Service Symbol 'x' km Left/Right -3,G7-SA109-3,1200x1350,Y,False,Original PDFs/401.pdf
402,G7 SERVICE SERIES,Advance Sign - Service Symbol 'x' km Left/Right -4,G7-SA109-4,1200x1350,Y,False,Original PDFs/402.pdf
403,G7 SERVICE SERIES,Position Sign - Service Symbol (1),G7-SA110-1,800x900,Y,False,Original PDFs/403.pdf
404,G7 SERVICE SERIES,Position Sign - Service Symbol (2),G7-SA110-2,1200x900,Y,False,Original PDFs/404.pdf
405,G7 SERVICE SERIES,Position Sign - Service Symbol (3),G7-SA110-3,1200x1350,Y,False,Original PDFs/405.pdf
406,G7 SERVICE SERIES,Position Sign - Service Symbol (4),G7-SA110-4,1200x1350,Y,False,Original PDFs/406.pdf
1240,G7 SERVICE SERIES,Position Sign - Services Left and Right,G7-SA116,900x1050,Y,False,Original PDFs/1240.pdf
407,G7 SERVICE SERIES,Position Sign - Blank Services Left and Right (L and R),G7-SA117,1200x1350,Y,False,Original PDFs/407.pdf
408,G7 SERVICE SERIES,Supplementary Plate - 'x' km (mounted under service plates),G7-SA120-1A | G7-SA120-1B | G7-SA120-1C | G7-SA120-1D,600x240 | 800x300 | 900x360 | 1200x420,Y,False,Original PDFs/408.pdf
409,G7 SERVICE SERIES,Supplementary Plate - 'xxx' m (mounted under service plates),G7-SA120-2A | G7-SA120-2B | G7-SA120-2C | G7-SA120-2D,600x240 | 800x300 | 900x360 | 1200x420,Y,False,Original PDFs/409.pdf
410,G7 SERVICE SERIES,Position Sign - \ or / Service Sign with (1) symbol,G7-SA121-1A | G7-SA121-1B,600x900 | 1200x1800,Y,False,Original PDFs/410.pdf
411,G7 SERVICE SERIES,Position Sign - \ or / Service Sign with (2) symbols,G7-SA121-2,1200x900,Y,False,Original PDFs/411.pdf
412,G7 SERVICE SERIES,Position Sign - \ or / Service Sign with (3) symbols,G7-SA121-3,1200x1350,Y,False,Original PDFs/412.pdf
413,G7 SERVICE SERIES,Position Sign - \ or / Service Sign with (4) symbols,G7-SA121-4,1200x1350,Y,False,Original PDFs/413.pdf
414,G7 SERVICE SERIES,Location/Advance Sign - Rest Area Facilities Sign,G7-SA122-1,600x300,Y,False,Original PDFs/414.pdf
737,G7 SERVICE SERIES,Rest Area with next Township Directions,G7-SA122-2,600x300,Y,False,Original PDFs/737.pdf
416,G7 SERVICE SERIES,Advance Sign - Rest Area 1 km ON LEFT - STOP REVIVE SURVIVE,G7-SA123-2,2400x1800,Y,False,Original PDFs/416.pdf
417,G7 SERVICE SERIES,Advance Sign - Rest Area 1 km ON LEFT - DROWSY DRIVERS DIE,G7-SA123-4,2400x1800,Y,False,Original PDFs/417.pdf
418,G7 SERVICE SERIES,Advance Sign - Rest Area 1 km ON LEFT - SURVIVE THIS DRIVE,G7-SA123-5,2400x1800,Y,False,Original PDFs/418.pdf
419,G7 SERVICE SERIES,Advance Sign - Rest Area 1 km ON LEFT - FATIGUE IS FATAL,G7-SA123-6,2400x1800,Y,False,Original PDFs/419.pdf
812,G7 SERVICE SERIES,Advance Sign - Rest Area 1 km ON LEFT - REST IF TIRED,G7-SA123-3,2400x1800,Y,False,Original PDFs/812.pdf
930,G7 SERVICE SERIES,Advance Sign - Rest Area - 1km ON LEFT - TAKE A BREAK,G7-SA123-1,2400x1800,Y,False,Original PDFs/930.pdf
420,G7 SERVICE SERIES,Location/Position Sign - Car Parking / \Truck Parking Rest Area Complex,G7-SA124-1,900x1050,Y,False,Original PDFs/420.pdf
421,G7 SERVICE SERIES,Location/Position Sign - Truck Parking / \Car Parking Rest Area Complex,G7-SA124-2,900x1050,Y,False,Original PDFs/421.pdf
830,G7 SERVICE SERIES,Disability Access Direction Sign - Service Symbol (1),G7-SA126-1,300x600,Y,False,Original PDFs/830.pdf
831,G7 SERVICE SERIES,Disability Access Direction Sign - Service Symbol (2),G7-SA126-2,300x750,Y,False,Original PDFs/831.pdf
832,G7 SERVICE SERIES,Disability Access Position Sign - Service Symbol (1),G7-SA126-7,300x300,Y,False,Original PDFs/832.pdf
872,G7 SERVICE SERIES,Advance Sign - Next Rest Area - XXXX xx,G7-SA127,2700x1200,Y,False,Original PDFs/872.pdf
874,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - TAKE A BREAK,G7-SA128-1,2400x1800,Y,False,Original PDFs/874.pdf
875,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - STOP REVIVE SURVIVE,G7-SA128-2,2400x1800,Y,False,Original PDFs/875.pdf
876,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - REST IF TIRED,G7-SA128-3,2400x1800,Y,False,Original PDFs/876.pdf
877,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - DROWSY DRIVERS DIE,G7-SA128-4,2400x1800,Y,False,Original PDFs/877.pdf
878,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - SURVIVE THIS DRIVE,G7-SA128-5,2400x1800,Y,False,Original PDFs/878.pdf
879,G7 SERVICE SERIES,Advance Sign - Truck Parking 1km ON LEFT - FATIGUE IS FATAL,G7-SA128-6,2400x1800,Y,False,Original PDFs/879.pdf
931,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - TAKE A BREAK,G7-SA129-1,2550x1800,Y,False,Original PDFs/931.pdf
932,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - STOP REVIVE SURVIVE,G7-SA129-2,2550x1800,Y,False,Original PDFs/932.pdf
933,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - REST IF TIRED,G7-SA129-3,2550x1800,Y,False,Original PDFs/933.pdf
934,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - DROWSY DRIVERS DIE,G7-SA129-4,2550x1800,Y,False,Original PDFs/934.pdf
935,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - SURVIVE THIS DRIVE,G7-SA129-5,2550x1800,Y,False,Original PDFs/935.pdf
936,G7 SERVICE SERIES,Advance Sign - Truck Parking 400m ON LEFT - FATIGUE IS FATAL,G7-SA129-6,2550x1800,Y,False,Original PDFs/936.pdf
937,G7 SERVICE SERIES,Advance Sign - Rest Area - 400m ON LEFT - TAKE A BREAK,G7-SA130-1,2400x1800,Y,False,Original PDFs/937.pdf
938,G1-G6 DIRECTION SERIES ,Advance Sign - Rest Area - 400m ON LEFT - STOP REVIVE SURVIVE,G7-SA130-2,2400x1800,Y,False,Original PDFs/938.pdf
939,G7 SERVICE SERIES,Advance Sign - Rest Area - 400m ON LEFT - REST IF TIRED,G7-SA130-3,2400x1800,Y,False,Original PDFs/939.pdf
940,G7 SERVICE SERIES,Advance Sign - Rest Area - 400m ON LEFT - DROWSY DRIVERS DIE,G7-SA130-4,2400x1800,Y,False,Original PDFs/940.pdf
941,G7 SERVICE SERIES,Advance Sign - Rest Area - 400m ON LEFT - SURVIVE THIS DRIVE,G7-SA130-5,2400x1800,Y,False,Original PDFs/941.pdf
942,G7 SERVICE SERIES,Advance Sign - Rest Area - 400m ON LEFT - FATIGUE IS FATAL,G7-SA130-6,2400x1800,Y,False,Original PDFs/942.pdf
1087,G7 SERVICE SERIES,EV Electric Vehicle Parking,G7-SA131,450x900,Y,False,Original PDFs/1087.pdf
1222,G7 SERVICE SERIES,Accessible Parking Spaces,G7-SA132,450x900,Y,False,Original PDFs/1222.pdf
1223,G7 SERVICE SERIES,Accessible Parking,G7-SA133,450x600,Y,False,Original PDFs/1223.pdf
1470,G7 SERVICE SERIES,Position Sign - < or > Service Sign with (2) symbols,G7-SA134A | G7-SA134B,450x900 | 600x900,Y,False,Original PDFs/1470.pdf
1499,G7 SERVICE SERIES,Hospital Precinct - Use under R4-1A/B,G7-SA135-A | G7-SA135-B,450x250 | 600x300,Y,False,Original PDFs/1499.pdf
739,G7 SERVICE SERIES,Tourist Drive Route Marker (with arrow),G8-9-1,360x360,N,False,
741,G7 SERVICE SERIES,Tourist Drive Route Marker - End,G8-9-3,360x360,N,False,
911,G7 SERVICE SERIES,Tourist Drive Route Marker (LorR),G8-9-7,450x800,N,False,
912,G7 SERVICE SERIES,Tourist Drive Route Marker (straight ahead),G8-9-8,450x800,N,False,
913,G7 SERVICE SERIES,Tourist Drive Route Marker (route number and end),G8-9-11,450x800,N,False,
425,G9-G11 TRAFFIC INSTRUCTION SERIES,Low Bridge Ahead 'x.x' m High Vehicles Detour  (L or R),G9-3,1700x900,N,False,
426,G9-G11 TRAFFIC INSTRUCTION SERIES,Load Limit on Bridge 'xx' t Heavy Vehicles Detour (L or R),G9-4,1700x900,N,False,
427,G9-G11 TRAFFIC INSTRUCTION SERIES,Detour for High Vehicles (L or R),G9-5-1,1300x350,N,False,
428,G9-G11 TRAFFIC INSTRUCTION SERIES,Detour for Heavy Vechicles   (L or R),G9-5-2,1400x350,N,False,
1117,G9-G11 TRAFFIC INSTRUCTION SERIES,Detour for Long Vehicles (L or R),G9-5-3,1300x350,N,False,
1118,G9-G11 TRAFFIC INSTRUCTION SERIES,Detour for Wide Vehicles (L or R),G9-5-4,1300x350,N,False,
429,G9-G11 TRAFFIC INSTRUCTION SERIES,Reduce Speed,G9-9A | G9-9AA | G9-9B,1500x750 | 450x225 | 1800x900,Y,False,Original PDFs/429.pdf
430,G9-G11 TRAFFIC INSTRUCTION SERIES,"Slow Vehicle Lane Ahead (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-10,900x900,N,False,
431,G9-G11 TRAFFIC INSTRUCTION SERIES,"Slow Vehicle Lane 'x' km Ahead (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-11,900x1100,N,False,
432,G9-G11 TRAFFIC INSTRUCTION SERIES,"Slow Vehicles Use Left Lane (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-12,950x1100,N,False,
433,G9-G11 TRAFFIC INSTRUCTION SERIES,Form 1 Lane,G9-15A | G9-15B | G9-15C,600x800 | 900x1200 | 1200x1600,N,False,
434,G9-G11 TRAFFIC INSTRUCTION SERIES,Form x Lanes,G9-16A | G9-16B | G9-16C,600x800 | 900x1200 | 1200x1600,N,False,
743,G9-G11 TRAFFIC INSTRUCTION SERIES,"Winding Road Ends 'x' km (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-17,1100x400,N,False,
435,G9-G11 TRAFFIC INSTRUCTION SERIES,No Through Road,G9-18A | G9-18B,600x400 | 900x600,N,False,
436,G9-G11 TRAFFIC INSTRUCTION SERIES,Road Closed,G9-20,900x550,N,False,
437,G9-G11 TRAFFIC INSTRUCTION SERIES,Road Subject to Flooding Indicators Show Depth,G9-21-1,2150x800,N,False,
771,G9-G11 TRAFFIC INSTRUCTION SERIES,Road Subject to Flooding Indicators Show Depth,G9-21-2,1400x1400,N,False,
438,G9-G11 TRAFFIC INSTRUCTION SERIES,"Depth Indicators  0 to 2m, 2 to 4m, 4 to 6m",G9-22-1 | G9-22-2 | G9-22-3,200x2350 | 200x2350 | 200x2350,N,False,
1258,G9-G11 TRAFFIC INSTRUCTION SERIES,Safety Ramp 'x.x' km,G9-24-1A | G9-24-1B,2200x800 | 4400x1600,N,False,
1259,G9-G11 TRAFFIC INSTRUCTION SERIES,Safety Ramp 'x.x' km,G9-24-2A | G9-24-2B,1500x1200 | 3000x2400,N,False,
1260,G9-G11 TRAFFIC INSTRUCTION SERIES,Safety Ramp 'xx' m,G9-25-1A | G9-25-1B,2200x800 | 4400x1600,N,False,
1261,G9-G11 TRAFFIC INSTRUCTION SERIES,Safety Ramp 'xx' m,G9-25-2A | G9-25-2B,1500x1200 | 3000x2400,N,False,
1262,G9-G11 TRAFFIC INSTRUCTION SERIES,Safety,G9-27A | G9-27B,2000x750 | 3000x1125,N,False,
1263,G9-G11 TRAFFIC INSTRUCTION SERIES,Ramp,G9-28A | G9-28B,1600x750 | 2400x1125,N,False,
440,G9-G11 TRAFFIC INSTRUCTION SERIES,Railway,G9-32,2100x450,N,False,
441,G9-G11 TRAFFIC INSTRUCTION SERIES,Crossing,G9-33,2100x450,N,False,
442,G9-G11 TRAFFIC INSTRUCTION SERIES,Overtaking Lane 'xxx' m Ahead,G9-37,2600x1300,N,False,
443,G9-G11 TRAFFIC INSTRUCTION SERIES,Overtaking Lane 'x' km Ahead,G9-38,2600x1300,N,False,
444,G9-G11 TRAFFIC INSTRUCTION SERIES,Local Traffic Only,G9-40-1,900x600,N,False,
445,G9-G11 TRAFFIC INSTRUCTION SERIES,Local Traffic Only (Roadworks ONLY),G9-40-2A | G9-40-2B,900x600 | 1200x900,N,False,
446,G9-G11 TRAFFIC INSTRUCTION SERIES,Unsuitable For Large Vehicles,G9-41A | G9-41B,450x300 | 600x400,N,False,
744,G9-G11 TRAFFIC INSTRUCTION SERIES,"Very Steep Climb 'x' km Not Suitable for T, B, C,& T (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-46,2800x1800,N,False,
449,G9-G11 TRAFFIC INSTRUCTION SERIES,"Very Steep Climb Next  'x' km (Approval required for use - refer to Manager, Traffic Services, DPTI)",G9-47,3000x1800,N,False,
450,G9-G11 TRAFFIC INSTRUCTION SERIES,Look for Trains,G9-48A | G9-48B | G9-48C,600x600 | 750x750 | 900x900,N,False,
451,G9-G11 TRAFFIC INSTRUCTION SERIES,On Bridge,G9-49A | G9-49B | G9-49C,450x300 | 600x400 | 900x600,N,False,
452,G9-G11 TRAFFIC INSTRUCTION SERIES,Slow Vehicle Turnout 'xxx' m,G9-50A | G9-50B,900x900 | 1200x1200,N,False,
453,G9-G11 TRAFFIC INSTRUCTION SERIES,Slow Vehicle Turnout (ARR-130),G9-51A | G9-51B,900x1000 | 1200x1330,N,False,
454,G9-G11 TRAFFIC INSTRUCTION SERIES,Alternative Route For Trucks and Buses,G9-52,2400x400,N,False,
455,G9-G11 TRAFFIC INSTRUCTION SERIES,Very Steep Descent 'x' km Ahead Not Suitable For Trucks Buses Caravans and Trailers,G9-53,2800x1800,N,False,
456,G9-G11 TRAFFIC INSTRUCTION SERIES,Take Ticket,G9-54,600x350,N,False,
457,G9-G11 TRAFFIC INSTRUCTION SERIES,Way Out (L or R),G9-55,875x150,N,False,
458,G9-G11 TRAFFIC INSTRUCTION SERIES,Way Out to (Street Name),G9-56,950x450,N,False,
459,G9-G11 TRAFFIC INSTRUCTION SERIES,Watch For Bicycles,G9-57A | G9-57B,900x800 | 1200x1067,N,False,
460,G9-G11 TRAFFIC INSTRUCTION SERIES,Cyclists Dismount,G9-58A | G9-58B,450x450 | 600x600,N,False,
461,G9-G11 TRAFFIC INSTRUCTION SERIES,All Bicycles,G9-60A | G9-60B,450x600 | 600x800,N,False,
