id,series,name,codes,sizes,pdf,hidden,local
244,W5 ROAD OBSTACLE SERIES,Kangaroos,W5-29A | W5-29B | W5-29C,600x600 | 750x750 | 900x900,N,False,
245,W5 ROAD OBSTACLE SERIES,Aircraft,W5-30A | W5-30B | W5-30C,600x600 | 750x750 | 900x900,N,False,
247,W5 ROAD OBSTACLE SERIES,Slow Point,W5-33A | W5-33B,600x600 | 750x750,N,False,
248,W5 ROAD OBSTACLE SERIES,Merging Traffic (L or R)  (Replaces W5-24),W5-34A | W5-34B | W5-34C | W5-34D,600x600 | 750x750 | 900x900 | 1200x1200,N,False,
249,W5 ROAD OBSTACLE SERIES,Added Lane (L or R) Used only with W8-26,W5-35A | W5-35C | W5-35D,600x600 | 900x900 | 1200x1200,Y,False,Original PDFs/249.pdf
250,W5 ROAD OBSTACLE SERIES,Fire Station,W5-36A | W5-36B | W5-36C,600x600 | 750x750 | 900x900,N,False,
251,W5 ROAD OBSTACLE SERIES,Ambulance Station,W5-37A | W5-37B | W5-37C,600x600 | 750x750 | 900x900,N,False,
252,W5 ROAD OBSTACLE SERIES,Stock (Replaces W5-27 and W5-28),W5-38A | W5-38B | W5-38C,600x600 | 750x750 | 900x900,N,False,
884,W5 ROAD OBSTACLE SERIES,Fallen Rocks Formerly W5-SA69,W5-42A | W5-42B | W5-42C,600x600 | 750x750 | 900x900,N,False,
899,W5 ROAD OBSTACLE SERIES,Uneven Surface (Formerly W5-SA107),W5-43A | W5-43B | W5-43C,600x600 | 750x750 | 900x900,N,False,
898,W5 ROAD OBSTACLE SERIES,Camel (Formerly W5-SA62),W5-44A | W5-44B | W5-44C,600x600 | 750x750 | 900x900,N,False,
891,W5 ROAD OBSTACLE SERIES,Emu,W5-45A | W5-45B | W5-45C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/891.pdf
897,W5 ROAD OBSTACLE SERIES,Horse (Formerly W5-SA64),W5-46A | W5-46B | W5-46C,600x600 | 750x750 | 900x900,N,False,
896,W5 ROAD OBSTACLE SERIES,Koala (Formerly W5-SA66),W5-47A | W5-47B | W5-47C,600x600 | 750x750 | 900x900,N,False,
895,W5 ROAD OBSTACLE SERIES,Wombat (Formerly W5-SA57),W5-48A | W5-48B | W5-48C,600x600 | 750x750 | 900x900,N,False,
901,W5 ROAD OBSTACLE SERIES,Farm Machinery,W5-50A | W5-50B | W5-50C,600x600 | 750x750 | 900x900,N,False,
1525,W5 ROAD OBSTACLE SERIES,Horse and Rider,W5-53A | W5-53B | W5-53C,600x600 | 750x750 | 900x900,N,False,
1501,W5 ROAD OBSTACLE SERIES,Concealed Driveway,W5-55-1A | W5-55-1B | W5-55-1C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1501.pdf
1502,W5 ROAD OBSTACLE SERIES,Concealed Driveways,W5-55-2A | W5-55-2B | W5-55-2C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1502.pdf
674,W5 ROAD OBSTACLE SERIES,Wildlife ,W5-56A | W5-56B | W5-56C,600x600 | 750x750 | 900x900,N,False,
258,W5 ROAD OBSTACLE SERIES,"Cow (Use for north of dog fence, otherwise use W5-38)",W5-SA63A | W5-SA63B | W5-SA63C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/258.pdf
923,W5 ROAD OBSTACLE SERIES,Emergency Vehicles,W5-SA70B | W5-SA70C,750x750 | 900x900,Y,False,Original PDFs/923.pdf
262,W5 ROAD OBSTACLE SERIES,Tilting Truck (L or R) (without advisory speed),W5-SA72B,750x750,Y,False,Original PDFs/262.pdf
263,W5 ROAD OBSTACLE SERIES,Warning Gravel Roads Surface Conditions Change Often Drive Carefully (See Managing Unsealed Roads in SA (LGA)),W5-SA73,900x1200,Y,False,Original PDFs/263.pdf
264,W5 ROAD OBSTACLE SERIES,Low Branches (Must be used with W8-SA64),W5-SA74B,750x750,Y,False,Original PDFs/264.pdf
265,W5 ROAD OBSTACLE SERIES,Forklifts,W5-SA75A | W5-SA75B | W5-SA75C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/265.pdf
266,W5 ROAD OBSTACLE SERIES,Cross Wind,W5-SA101A | W5-SA101B | W5-SA101C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/266.pdf
272,W5 ROAD OBSTACLE SERIES,Creek,W5-SA109A | W5-SA109B | W5-SA109C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/272.pdf
273,W5 ROAD OBSTACLE SERIES,Creeks,W5-SA110A | W5-SA110B | W5-SA110C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/273.pdf
274,W5 ROAD OBSTACLE SERIES,Rocky Creek Bed Track,W5-SA111,750x750,Y,False,Original PDFs/274.pdf
1174,W5 ROAD OBSTACLE SERIES,Advisory Tram Speed,W5-SA113A | W5-SA113B,300x400 | 450x600,Y,False,Original PDFs/1174.pdf
1173,W5 ROAD OBSTACLE SERIES,Tram Works,W5-SA114A | W5-SA114B,300x200 | 450x300,Y,False,Original PDFs/1173.pdf
1184,W5 ROAD OBSTACLE SERIES,Dry Weather Road Only (Outback Roads Only),W5-SA115,750x750,Y,False,Original PDFs/1184.pdf
1244,W5 ROAD OBSTACLE SERIES,Deer,W5-SA116A | W5-SA116B | W5-SA116C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1244.pdf
1291,W5 ROAD OBSTACLE SERIES,Rough Surface,W5-SA117A | W5-SA117B | W5-SA117C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1291.pdf
276,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Pedestrians (L or R) - (R) has pedestrians facing right and is installed on left side of the road (formerly W6-SA1).,W6-1A | W6-1B | W6-1C,600x600 | 750x750 | 900x900,N,False,
1528,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Pedestrian Crossing Ahead,W6-2-1A | W6-2-1B | W6-2-1C,600x600 | 750x750 | 900x900,N,False,
1529,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Pedestrian Crossing Ahead - 45 degrees,W6-2-2A | W6-2-2B | W6-2-2C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1529.pdf
1530,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Pedestrian Crossing Ahead - 90 degrees,W6-2-3A | W6-2-3B | W6-2-3C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1530.pdf
287,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Children (L or R) - (R) has pedestrians facing right and is installed on left side of the road (formerly W6-SA3).,W6-3A | W6-3B | W6-3C,600x600 | 750x750 | 900x900,N,False,
1545,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Children's Crossing Ahead,W6-5-1A | W6-5-1B | W6-5-1C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1545.pdf
1546,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Children's Crossing Ahead 45 Deg,W6-5-2A | W6-5-2B | W6-5-2C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1546.pdf
1547,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Children's Crossing Ahead 90 Deg,W6-5-3A | W6-5-3B | W6-5-3C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1547.pdf
282,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Bicycles (Can be used with W8-23),W6-7A | W6-7B | W6-7C,600x600 | 750x750 | 900x900,N,False,
283,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Road Ahead (for use on bicycle paths only),W6-8A | W6-8B,300x300 | 450x450,N,False,
284,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Bicycles/Pedestrians - See W6-SA110 for Fluoro Yellow Green,W6-9A | W6-9B | W6-9C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/284.pdf
1285,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Gap Hazard Formerly W6-SA107,W6-10A | W6-10B,600x600 | 750x750,N,False,
1282,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Slippery for Bicycles (bicycle paths only) Formerly W5-SA104,W6-11A | W6-11B | W6-11C,300x300 | 450x450 | 600x600,N,False,
1283,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Steep Decent Bicycle (bicycle paths only) Formerly W5-SA103,W6-12A | W6-12B | W6-12C,300x300 | 450x450 | 600x600,N,False,
1284,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Steep Climb Bicycle (bicycle paths only) Formerly W5-SA102,W6-13A | W6-13B | W6-13C,300x300 | 450x450 | 600x600,N,False,
1107,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",School Zone (Refer to Speed Limit Guidelines - used above W8-SA108),W6-SA106A | W6-SA106B | W6-SA106C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/1107.pdf
1290,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES","Pedestrians, bicycles, horses (only to be used at recognised multi-user trail crossing points)",W6-SA109B | W6-SA109C,750x750 | 900x900,Y,False,Original PDFs/1290.pdf
1485,"W6 PEDESTRIAN, BICYCLE & SCHOOL SERIES",Pedestrian Bike - See DIT Supplement AS 1742.10,W6-SA110A | W6-SA110B,600x600 | 750x750,Y,False,Original PDFs/1485.pdf
290,W7 RAILWAY LEVEL CROSSING SERIES,'x' Tracks (Rail Authority only to replace),W7-2-1A | W7-2-1B,600x275 | 800x367,N,False,
927,W7 RAILWAY LEVEL CROSSING SERIES,x Tracks (Rail Authority only to replace),W7-2-2,1000x150,N,False,
291,W7 RAILWAY LEVEL CROSSING SERIES,Railway Level Crossing Flashing Light Ahead,W7-4B | W7-4C,750x750 | 900x900,N,False,
292,W7 RAILWAY LEVEL CROSSING SERIES,Rail Level Crossing Ahead (L or R) -  (L) has train facing right and installed on left side of the road.,W7-7A | W7-7B | W7-7C,600x600 | 750x750 | 900x900,N,False,
293,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Ahead Diagrammatic - Right Angle Crossing,W7-8A | W7-8B | W7-8C,600x600 | 750x750 | 900x900,N,False,
294,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Ahead Diagrammatic - Oblique Crossing (L or R),W7-9A | W7-9B | W7-9C,600x600 | 750x750 | 900x900,N,False,
295,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Ahead Diagammatic - Crossing on Side Road (L or R),W7-12A | W7-12B | W7-12C | W7-12D,600x600 | 750x750 | 900x900 | 1200x1200,N,False,
296,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Ahead Diagrammatic - Crossing on Cross Road (L or R),W7-13A | W7-13B | W7-13C,600x600 | 750x750 | 900x900,N,False,
708,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Pedestrian Warning - Look for Trains 'x' tracks,W7-14-4,300x450,Y,False,Original PDFs/708.pdf
709,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Pedestrian Warning - Look For Trains,W7-14-5,300x450,Y,False,Original PDFs/709.pdf
710,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Pedestrian Warning - Do Not Cross While Lights Are Displayed Or Alarm Sounding 'x' Tracks,W7-14-6,450x600,N,False,
300,W7 RAILWAY LEVEL CROSSING SERIES,Railway Gate,W7-15A | W7-15B | W7-15C,600x600 | 750x750 | 900x900,N,False,
302,W7 RAILWAY LEVEL CROSSING SERIES,Railway Crossing Ahead Diagrammatic - Crossing on bar of T intersection (L or R),W7-17A | W7-17B | W7-17C,600x600 | 750x750 | 900x900,N,False,
301,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Each Side Road (T intersection),W7-SA50A | W7-SA50B | W7-SA50C,600x600 | 750x750 | 900x900,Y,False,Original PDFs/301.pdf
714,W7 RAILWAY LEVEL CROSSING SERIES,USE TES13698,W7-SA53,0x0,N,False,
303,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Side Road (roundabout) (L or R),W7-SA101B | W7-SA101C,750x750 | 900x900,Y,False,Original PDFs/303.pdf
304,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Main Road (after roundabout),W7-SA102B | W7-SA102C,750x750 | 900x900,Y,False,Original PDFs/304.pdf
305,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Main Road (before roundabout),W7-SA103B | W7-SA103C,750x750 | 900x900,Y,False,Original PDFs/305.pdf
306,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Side Road (stagger intersections) (L or R),W7-SA104B | W7-SA104C,750x750 | 900x900,Y,False,Original PDFs/306.pdf
307,W7 RAILWAY LEVEL CROSSING SERIES,Diagrammatic Warning on Side Road (stagger intersections) (L or R),W7-SA105B | W7-SA105C,750x750 | 900x900,Y,False,Original PDFs/307.pdf
309,W8 AUXILIARY SERIES,Advisory Speed,W8-2A | W8-2B | W8-2C | W8-2D,600x400 | 750x500 | 900x600 | 1200x800,N,False,
310,W8 AUXILIARY SERIES,On Side Road (L or R) (Also refer to W8-SA3 when yellow/green required ),W8-3A | W8-3B | W8-3C,600x400 | 750x500 | 900x600,N,False,
312,W8 AUXILIARY SERIES,Distance 'xxx' m (Also refer to W8-SA5 when yellow/green required),W8-5A | W8-5B | W8-5C,600x200 | 750x250 | 900x300,N,False,
313,W8 AUXILIARY SERIES,When Wet,W8-7A | W8-7B | W8-7C,600x400 | 750x500 | 900x600,N,False,
314,W8 AUXILIARY SERIES,When Frosty,W8-8A | W8-8B | W8-8C,600x400 | 750x500 | 900x600,N,False,
315,W8 AUXILIARY SERIES,Under Snow,W8-9A | W8-9B | W8-9C,600x400 | 750x500 | 900x600,N,False,
886,W8 AUXILIARY SERIES,Play Ground (formerly W8-SA13),W8-13A | W8-13B | W8-13C,600x400 | 750x500 | 900x900,N,False,
1106,W8 AUXILIARY SERIES,School (formerly W8-SA14),W8-14A | W8-14B | W8-14C,600x200 | 750x250 | 900x300,N,False,
318,W8 AUXILIARY SERIES,Merge Right,W8-15B | W8-15C,750x500 | 900x600,N,False,
319,W8 AUXILIARY SERIES,One Lane,W8-16A | W8-16B | W8-16C,600x400 | 750x500 | 900x600,N,False,
320,W8 AUXILIARY SERIES,NEXT 'x' km,W8-17-1A | W8-17-1B | W8-17-1C | W8-17-1D,600x400 | 750x500 | 900x600 | 1200x800,N,False,
321,W8 AUXILIARY SERIES,Next 'x' m,W8-17-2A | W8-17-2B,600x400 | 750x500,N,False,
718,W8 AUXILIARY SERIES,Aged (formerly W8-SA18),W8-18A | W8-18B | W8-18C,600x200 | 750x250 | 900x300,N,False,
719,W8 AUXILIARY SERIES,Blind (formerly W8-SA19),W8-19A | W8-19B | W8-19C,600x200 | 750x250 | 900x300,N,False,
720,W8 AUXILIARY SERIES,Disabled (formerly W8-SA20),W8-20A | W8-20B | W8-20C,600x200 | 750x250 | 900x300,N,False,
325,W8 AUXILIARY SERIES,Boggy When Wet,W8-21A | W8-21B | W8-21C,600x400 | 750x500 | 900x600,N,False,
333,W8 AUXILIARY SERIES,Crossing Ahead (use only with fluorescent yellow green W3-3-2 or W6-3) (formerly W8-SA22),W8-22A | W8-22B | W8-22C,600x400 | 750x500 | 900x600,N,False,
327,W8 AUXILIARY SERIES,"Crossing Arrows (use only with W6-7,W6-9)",W8-23A | W8-23B | W8-23C,600x200 | 750x250 | 900x300,Y,False,Original PDFs/327.pdf
721,W8 AUXILIARY SERIES,Preschool (formerly W8-SA24),W8-24A | W8-24B | W8-24C,600x200 | 750x250 | 900x300,N,False,
722,W8 AUXILIARY SERIES,Refuge Island (formerly W8-SA25),W8-25A | W8-25B | W8-25C,600x400 | 750x500 | 900x600,N,False,
330,W8 AUXILIARY SERIES,Added Lane,W8-26C | W8-26D,900x600 | 1200x800,N,False,
331,W8 AUXILIARY SERIES,Prepare To Stop,W8-27B | W8-27C | W8-27D,750x375 | 900x450 | 1200x600,N,False,
332,W8 AUXILIARY SERIES,Crossing Ramp (for bikeways),W8-28B | W8-28C,750x500 | 900x600,N,False,
894,W8 AUXILIARY SERIES,On Bridge When Frosty,W8-29A | W8-29B | W8-29C,600x750 | 750x937 | 900x1125,N,False,
1566,W8 AUXILIARY SERIES,Pedestrians and Cyclist - Priority Path Crossing,W8-32A | W8-32B,600x400 | 750x500,N,False,
916,W8 AUXILIARY SERIES,On Side Road (L or R) ,W8-SA3A | W8-SA3B | W8-SA3C | W8-SA3D,600x400 | 750x500 | 900x600 | 1200x800,Y,False,Original PDFs/916.pdf
772,W8 AUXILIARY SERIES,Distance 'xxx' m,W8-SA5A | W8-SA5B | W8-SA5C | W8-SA5D,600x200 | 750x250 | 900x300 | 1200x400,Y,False,Original PDFs/772.pdf
1140,W8 AUXILIARY SERIES,"Next 'x' m (Fluorescent Yellow Green). Maximum distance of 500m to be displayed on this supplementary plate.
",W8-SA17-2A | W8-SA17-2B | W8-SA17-2C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/1140.pdf
1169,W8 AUXILIARY SERIES,Crossing Arrows (use only with W6-SA110),W8-SA23A | W8-SA23B | W8-SA23C,600x200 | 750x250 | 900x300,Y,False,Original PDFs/1169.pdf
334,W8 AUXILIARY SERIES,Over Crest,W8-SA54,750x500,Y,False,Original PDFs/334.pdf
335,W8 AUXILIARY SERIES,Mud On Road,W8-SA55,750x500,Y,False,Original PDFs/335.pdf
336,W8 AUXILIARY SERIES,School Bus,W8-SA56A | W8-SA56B | W8-SA56C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/336.pdf
715,W8 AUXILIARY SERIES,Riding Area (Only with W5-59),W8-SA57,750x500,Y,False,Original PDFs/715.pdf
337,W8 AUXILIARY SERIES,Watch For Road Trains,W8-SA62B | W8-SA62C,750x500 | 900x600,Y,False,Original PDFs/337.pdf
338,W8 AUXILIARY SERIES,Height Gauge,W8-SA63,750x500,Y,False,Original PDFs/338.pdf
339,W8 AUXILIARY SERIES,Pruning Planned (Only with W5-SA74),W8-SA64,750x500,Y,False,Original PDFs/339.pdf
340,W8 AUXILIARY SERIES,On Green Signal,W8-SA65B | W8-SA65C,750x500 | 900x600,Y,False,Original PDFs/340.pdf
341,W8 AUXILIARY SERIES,Merge Left,W8-SA101B | W8-SA101C | W8-SA101D,750x500 | 900x600 | 1200x800,Y,False,Original PDFs/341.pdf
342,W8 AUXILIARY SERIES,Unfenced Road,W8-SA102B | W8-SA102C,750x500 | 900x600,Y,False,Original PDFs/342.pdf
717,W8 AUXILIARY SERIES,Two Way Traffic (Only to be used with G9-SA121),W8-SA103,300x300,Y,False,Original PDFs/717.pdf
836,W8 AUXILIARY SERIES,Hiking Trail (only to be used with W6-SA1),W8-SA104A | W8-SA104B | W8-SA104C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/836.pdf
1170,W8 AUXILIARY SERIES,'xxx' m Ahead,W8-SA105A | W8-SA105B | W8-SA105C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/1170.pdf
1206,W8 AUXILIARY SERIES,Pedestrian Precinct,W8-SA106A | W8-SA106B,600x300 | 750x400,Y,False,Original PDFs/1206.pdf
1294,W8 AUXILIARY SERIES,On Side Road,W8-SA107A | W8-SA107B | W8-SA107C | W8-SA107D,600x400 | 750x500 | 900x600 | 1200x800,Y,False,Original PDFs/1294.pdf
1450,W8 AUXILIARY SERIES,Distance 'xxx' m AHEAD (Use under W6-SA106),W8-SA108A | W8-SA108B | W8-SA108C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/1450.pdf
1468,W8 AUXILIARY SERIES,School Bus,W8-SA109A | W8-SA109B | W8-SA109C,600x400 | 750x500 | 900x600,Y,False,Original PDFs/1468.pdf
1492,W8 AUXILIARY SERIES,50 km/h When Lights Flashing,W8-SA110,1060x770,Y,False,Original PDFs/1492.pdf
1491,W8 AUXILIARY SERIES,70 km/h When Lights Flashing,W8-SA111,1230x850,Y,False,Original PDFs/1491.pdf
1496,W8 AUXILIARY SERIES,Slow Down - Used for smaller bicycle warning signs,W8-SA112A | W8-SA112B,300x225 | 450x300,Y,False,Original PDFs/1496.pdf
1521,W8 AUXILIARY SERIES,Warning,W8-SA113-1A | W8-SA113-1B,600x400 | 750x500,Y,False,Original PDFs/1521.pdf
1524,W8 AUXILIARY SERIES,School Crossing Ahead,W8-SA114A | W8-SA114B | W8-SA114C,600x520 | 750x650 | 900x780,Y,False,Original PDFs/1524.pdf
344,W9 VARIOUS SERIES,Modified T-Intersection (L or R),W9-1A | W9-1B | W9-1C,600x600 | 750x750 | 900x900,N,False,
345,W9 VARIOUS SERIES,Modified T-Intersection (L or R),W9-2A | W9-2B | W9-2C,600x600 | 750x750 | 900x900,N,False,
346,W9 VARIOUS SERIES,Modified Crossroad (L or R),W9-3A | W9-3B | W9-3C,600x600 | 750x750 | 900x900,N,False,
1310,WM3 ADVANCE WARNING OF TRAFFIC CONTROL DEVICE SERIES,Give Way Ahead (Multi-Message Sign ONLY),WM3-2A,600x600,N,False,
800,SYMBOL SERIES,4WD Only Symbol (Refer to Traffic Operations Section of DPTI),WS111,350x350,Y,False,Original PDFs/800.pdf
801,SYMBOL SERIES,Kangaroo Symbol (Refer to Traffic Operations Section of DPTI),WS121,420x350,N,False,
802,SYMBOL SERIES,Cow Symbol (Refer to Traffic Operations Section of DPTI),WS122,420x350,N,False,
803,SYMBOL SERIES,Camel Symbol (Refer to Traffic Operations Section of DPTI),WS128,420x350,N,False,
804,SYMBOL SERIES,Horse & Rider Symbol (Refer to Traffic Operations Section of DPTI),WS129,350x350,N,False,
805,SYMBOL SERIES,Wombat Symbol (Refer to Traffic Operations Section of DPTI),WS130,420x350,N,False,
806,SYMBOL SERIES,Horse Symbol (Refer to Traffic Operations Section of DPTI),WS131,420x350,N,False,
807,SYMBOL SERIES,Tilting Truck Symbol (Refer to Traffic Operations Section of DPTI),WS132,350x350,N,False,
808,SYMBOL SERIES,Koala Symbol (Refer to Traffic Operations Section of DPTI),WS133,240x350,N,False,
809,SYMBOL SERIES,Wild Horse Symbol (Refer to Traffic Operations Section of DPTI),WS136,420x350,N,False,
1245,SYMBOL SERIES,Deer Symbol (Refer to Traffic Operations Section of DPTI),WS137,350x350,Y,False,Original PDFs/1245.pdf
810,SYMBOL SERIES,Triple Road Train Symbol (Refer to Traffic Operations  Section of DPTI),WS140,2800x350,Y,False,Original PDFs/810.pdf
811,SYMBOL SERIES,Semi Truck Symbol,WS141,1050x350,Y,False,Original PDFs/811.pdf
