code,title,section,family,vector_set,eps,jpg,svg
230-21,Ladebereich - Anfang - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-230/230-21.eps,,LADEBEREICH_ANFANG_AUFSTELLUNG_LINKS_230-21.svg
230-30,Ladebereich - Mitte - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-230/230-30.eps,,LADEBEREICH_MITTE_AUFSTELLUNG_RECHTS_230-30.svg
230-31,Ladebereich - Mitte - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-230/230-31.eps,,LADEBEREICH_MITTE_AUFSTELLUNG_LINKS_230-31.svg
237,Radweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,237.jpg,
238,Reitweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,238.jpg,
239,Gehweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,239.jpg,
240,Gemeinsamer Geh- und Radweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,240.jpg,
241,Getrennter Rad- und Gehweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
241-30,Getrennter Rad- und Gehweg - Radweg links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,241-30.jpg,
241-31,Getrennter Rad- und Gehweg - Radweg rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,241-31.jpg,
242.1,Beginn einer Fußgängerzone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,242.1.jpg,
242.1-40,Beginn einer Fußgängerzone - doppelseitig (Rückseite Z 242.2),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
242.2,Ende einer Fußgängerzone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,242.2.jpg,
244.1,Beginn einer Fahrradstraße,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,244.1.jpg,
244.1-40,Beginn einer Fahrradstraße - doppelseitig (Rückseite Z 244.2),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
244.2,Ende einer Fahrradstraße,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,244.2.jpg,
244.3,Beginn einer Fahrradzone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-244.3/Z-244.3.EPS,,BEGINN_EINER_FAHRRADZONE_244.3.svg
244.3-40,Beginn einer Fahrradzone - doppelseitig (Rückseite Z 244.4),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
244.4,Ende einer Fahrradzone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-244.4/Z-244.4.EPS,,ENDE_EINER_FAHRRADZONE_244.4.svg
245,Bussonderfahrstreifen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,245.jpg,
250,Verbot für Fahrzeuge aller Art,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,250.jpg,
251,Verbot für Kraftwagen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,251.jpg,
253,"Verbot für Kraftfahrzeuge über 3,5 t",Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,253.jpg,
254,Verbot für Radverkehr,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,254.jpg,
255,Verbot für Krafträder,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,255.jpg,
257-50,Verbot für Mofas,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-50.jpg,
257-51,Verbot für Reiter,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-51.jpg,
257-52,Verbot für Gespannfuhrwerke,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-52.jpg,
257-53,Verbot für Viehtrieb,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-53.jpg,
257-54,Verbot für Kraftomnibusse,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-54.jpg,
257-55,Verbot für Personenkraftwagen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-55.jpg,
257-56,Verbot für Personenkraftwagen mit Anhänger,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-56.jpg,
257-57,Verbot für Lastkraftwagen mit Anhänger,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-57.jpg,
257-58,"Verbot für Kraftfahrzeuge und Züge, die nicht schneller als 25 km/h fahren können oder dürfen",Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,257-58.jpg,
257-59,Verbot für Elektrokleinstfahrzeuge im Sinne der Elektrokleinstfahrzeuge- Verordnung (eKFV),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/257-59/257-59.eps,,VERBOT_FUER_ELEKTROKLEINSTFAHRZEUGE_IM_SINNE_DER_ELEKTROKLEINSTFAHRZEU_257-59.svg
259,Verbot für Fußgänger,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,259.jpg,
260,Verbot für Kraftfahrzeuge,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,260.jpg,
261,Verbot für kennzeichnungspflichtige Kraftfahrzeuge mit gefährlichen Gütern,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,261.jpg,
262,Tatsächliche Masse (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,262.jpg,
263,Tatsächliche Achslast (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,263.jpg,
264,Tatsächliche Breite (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
265,Tatsächliche Höhe (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,265.jpg,
266,Tatsächliche Länge (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,266.jpg,
267,Verbot der Einfahrt,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,267.jpg,
268,Schneeketten vorgeschrieben,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,268.jpg,
269,Verbot für Fahrzeuge mit wassergefährdender Ladung,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,269.jpg,
270.1,Beginn einer Verkehrsverbotszone zur Verminderung schädlicher Luftverunreinigungen in einer Zone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,270.1.jpg,
270.1-40,Beginn einer Verkehrsverbotszone zur Verminderung schädlicher Luftverunreinigungen in einer Zone - doppelseitig (Rückseite Z 270.2),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
270.2,Ende einer Verkehrsverbotszone zur Verminderung schädlicher Luftverunreinigungen in einer Zone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,270.2.jpg,
272,Verbot des Wendens,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,272.jpg,
273,Verbot des Unterschreitens des angegebenen Mindestabstandes (Unternummer steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,273.jpg,
274,Zulässige Höchstgeschwindigkeit,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-100.jpg;274-110.jpg;274-120.jpg;274-130.jpg,
274-5,Zulässige Höchstgeschwindigkeit 5 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-5.jpg,
274-10,Zulässige Höchstgeschwindigkeit 10 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-10.jpg,
274-20,Zulässige Höchstgeschwindigkeit 20 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-20.jpg,
274-30,Zulässige Höchstgeschwindigkeit 30 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-30.jpg,
274-40,Zulässige Höchstgeschwindigkeit 40 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-40.jpg,
274-50,Zulässige Höchstgeschwindigkeit 50 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-50.jpg,
274-60,Zulässige Höchstgeschwindigkeit 60 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-60.jpg,
274-70,Zulässige Höchstgeschwindigkeit 70 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-70.jpg,
274-80,Zulässige Höchstgeschwindigkeit 80 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-80.jpg,
274-90,Zulässige Höchstgeschwindigkeit 90 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274-90.jpg,
274-100,Zulässige Höchstgeschwindigkeit 100 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274-110,Zulässige Höchstgeschwindigkeit 110 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274-120,Zulässige Höchstgeschwindigkeit 120 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274-130,Zulässige Höchstgeschwindigkeit 130 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274.1,Beginn einer Tempo 30-Zone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274.1.jpg,
274.1-20,Beginn einer Tempo 20-Zone in verkehrsberuhigten Geschäftsbereichen - einseitig,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274.1-20.jpg,
274.1-40,Beginn einer Tempo 30-Zone - doppelseitig (Rückseite Z 274.2),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274.1-41,Beginn einer Tempo 20-Zone in verkehrsberuhigten Geschäftsbereichen - doppelseitig (Rückseite Z 274.2-20),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
274.2,Ende einer Tempo 30-Zone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274.2.jpg,
274.2-20,Ende einer Tempo 20-Zone in verkehrsberuhigten Geschäftsbereichen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,274.2-20.jpg,
275,Vorgeschriebene Mindestgeschwindigkeit (Unternummer (nur volle Zehner) steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,275.jpg,
276,Überholverbot für Kraftfahrzeuge aller Art,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,276.jpg,
277,"Überholverbot für Kraftfahrzeuge über 3,5 t",Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,277.jpg,
277.1,Verbot des Überholens von einspurigen Fahrzeugen für mehrspurige Kraftfahrzeuge und Krafträdern mit Beiwagen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-277.1/Z.277.1.EPS,,VERBOT_DES_UEBERHOLENS_VON_EINSPURIGEN_FAHRZEUGEN_FUER_MEHRSPURIGE_KRA_277.1.svg
278,Ende der zulässigen Höchstgeschwindigkeit,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-100.jpg;278-110.jpg;278-120.jpg;278-130.jpg,
278-5,Ende der zulässigen Höchstgeschwindigkeit 5 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-5.jpg,
278-10,Ende der zulässigen Höchstgeschwindigkeit 10 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-10.jpg,
278-20,Ende der zulässigen Höchstgeschwindigkeit 20 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-20.jpg,
278-30,Ende der zulässigen Höchstgeschwindigkeit 30 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-30.jpg,
278-40,Ende der zulässigen Höchstgeschwindigkeit 40 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-40.jpg,
278-50,Ende der zulässigen Höchstgeschwindigkeit 50 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-50.jpg,
278-60,Ende der zulässigen Höchstgeschwindigkeit 60 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-60.jpg,
278-70,Ende der zulässigen Höchstgeschwindigkeit 70 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-70.jpg,
278-80,Ende der zulässigen Höchstgeschwindigkeit 80 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-80.jpg,
278-90,Ende der zulässigen Höchstgeschwindigkeit 90 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,278-90.jpg,
278-100,Ende der zulässigen Höchstgeschwindigkeit 100 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
278-110,Ende der zulässigen Höchstgeschwindigkeit 110 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
278-120,Ende der zulässigen Höchstgeschwindigkeit 120 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
278-130,Ende der zulässigen Höchstgeschwindigkeit 130 km/h,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
279,Ende der vorgeschriebenen Mindestgeschwindigkeit (Unternummer (nur volle Zehner) steht jeweils für den Zahlenwert),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,279.jpg,
280,Ende des Überholverbots für Kraftfahrzeuge aller Art,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,280.jpg,
281,"Ende des Überholverbots für Kraftfahrzeuge über 3,5 t",Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,281.jpg,
281.1,Ende des Verbots des Überholens von einspurigen Fahrzeugen für mehrspurige Kraftfahrzeuge und Krafträder mit Beiwagen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),Vz2017,Vz2017/Z-281.1/Z.281.1.EPS,,ENDE_DES_VERBOTS_DES_UEBERHOLENS_VON_EINSPURIGEN_FAHRZEUGEN_FUER_MEHRS_281.1.svg
282,Ende sämtlicher streckenbezogener Geschwindigkeitsbeschränkungen und Überholverbote,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,282.jpg,
283,Absolutes Haltverbot,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283.jpg,
283-10,Absolutes Haltverbot - Anfang - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-10.jpg,
283-11,Absolutes Haltverbot - Ende - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-11.jpg,
283-20,Absolutes Haltverbot - Ende - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-20.jpg,
283-21,Absolutes Haltverbot - Anfang - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-21.jpg,
283-30,Absolutes Haltverbot - Mitte - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-30.jpg,
283-31,Absolutes Haltverbot - Mitte - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,283-31.jpg,
286,Eingeschränktes Haltverbot,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286.jpg,
286-10,Eingeschränktes Haltverbot - Anfang - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-10.jpg,
286-11,Eingeschränktes Haltverbot - Ende - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-11.jpg,
286-20,Eingeschränktes Haltverbot - Ende - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-20.jpg,
286-21,Eingeschränktes Haltverbot - Anfang - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-21.jpg,
286-30,Eingeschränktes Haltverbot - Mitte - Aufstellung rechts,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-30.jpg,
286-31,Eingeschränktes Haltverbot - Mitte - Aufstellung links,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,286-31.jpg,
290.1,Beginn eines eingeschränkten Haltverbotes für eine Zone,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,290.1.jpg,
290.1-40,Beginn eines eingeschränkten Haltverbotes für eine Zone - doppelseitig (Rückseite Z 290.2),Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
290.2,Ende eines eingeschränkten Haltverbotes für eine Zone Markierungen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,290.2.jpg,
293,Fußgängerüberweg,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,293.jpg,
294,Haltlinie,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,294.jpg,
295,Fahrstreifenbegrenzung und Fahrbahnbegrenzung,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,295.jpg,
296,Einseitige Fahrstreifenbegrenzung,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,296.jpg,
297,Pfeilmarkierungen,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,297.jpg,
297.1,Vorankündigungspfeil,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
297.1-21,Vorankündigungspfeil - zur Anzeige eines Fahrstreifenendes,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,,
298,Sperrfläche,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,298.jpg,
299,Grenzmarkierung für Halt- oder Parkverbote,Vorschriftzeichen nach Anlage 2 (zu § 41 Absatz 1 StVO),Vorschriftzeichen (regulatory),,,299.jpg,
301,Vorfahrt,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,301.jpg,
306,Vorfahrtstraße,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,306.jpg,
307,Ende der Vorfahrtstraße,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,307.jpg,
308,Vorrang vor dem Gegenverkehr,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,308.jpg,
310,Ortstafel Vorderseite,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,310.jpg,
310-40,Ortstafel Vorderseite - doppelseitig (Rückseite Z 311),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
311,Ortstafel Rückseite,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,311.jpg,
311.1,Ortstafel Rückseite - ohne Zielangabe,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/311-1/311.1.eps,,ORTSTAFEL_RUECKSEITE_OHNE_ZIELANGABE_311.1.svg
314,Parken,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314.jpg,
314-10,Parken - Anfang (Aufstellung rechts) oder Ende (Aufstellung links),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314-10.jpg,
314-20,Parken - Ende (Aufstellung rechts) oder Anfang (Aufstellung links),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314-20.jpg,
314-30,Parken - Mitte (Aufstellung rechts),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314-30.jpg,
314-31,Parken - Mitte (Aufstellung links),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-314-31/314-31.EPS,,PARKEN_MITTE_AUFSTELLUNG_LINKS_314-31.svg
314-50,"Parkhaus, Parkgarage",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Musterdateien,Musterdateien/eps/314-50.EPS,314-50.jpg,PARKHAUS_PARKGARAGE_314-50.svg
314.1,Beginn einer Parkraumbewirtschaftungszone,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314.1.jpg,
314.1-40,Beginn einer Parkraumbewirtschaftungszone - doppelseitig (Rückseite Z 314.2),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
314.2,Ende einer Parkraumbewirtschaftungszone,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,314.2.jpg,
315,Parken auf Gehwegen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
315-50,Parken auf Gehwegen - halb in Fahrtrichtung links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
315-51,Parken auf Gehwegen - halb in Fahrtrichtung links Anfang,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
315-52,Parken auf Gehwegen - halb in Fahrtrichtung links Ende,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
315-53,Parken auf Gehwegen - halb in Fahrtrichtung links Mitte,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
