code,name,family,file,edition,drawn_size,notes
W21-5aR,SHOULDER CLOSED,Temporary Traffic Control Signs,SHOULDER_CLOSED_W21-5aR.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W21-5a in the 2004/2012 sheets (2024 table has no marker)
W21-5bL,SHOULDER CLOSED,Temporary Traffic Control Signs,SHOULDER_CLOSED_W21-5bL.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W21-5b in the 2004/2012 sheets (2024 table has no marker)
W21-5bR,SHOULDER CLOSED (WITH DISTANCE),Temporary Traffic Control Signs,SHOULDER_CLOSED_WITH_DISTANCE_W21-5bR.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-5b in the 2004/2012 sheets (2024 table has no marker)
W21-6,SURVEY CREW,Temporary Traffic Control Signs,SURVEY_CREW_W21-6.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W21-6 in the 2004/2012 sheets (2024 table has no marker)
W21-7,UTILITY WORK,Temporary Traffic Control Signs,UTILITY_WORK_W21-7.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-7 in the 2004/2012 sheets (2024 table has no marker)
W21-8,MOWING AHEAD,Temporary Traffic Control Signs,MOWING_AHEAD_W21-8.svg,2024 Edition,42.4x42.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W22-1,BLASTING ZONE AHEAD,Temporary Traffic Control Signs,BLASTING_ZONE_AHEAD_W22-1.svg,2024 Edition,67.9x67.4 in,size 48 in: conventional-road row for W22-1 in the 2004/2012 sheets (2024 table has no marker)
W22-2,TURN OFF 2-WAY RADIO AND CELL PHONE,Temporary Traffic Control Signs,TURN_OFF_2_WAY_RADIO_AND_CELL_PHONE_W22-2.svg,2004 Edition,42.0x36.0 in,
W22-3,END BLASTING ZONE,Temporary Traffic Control Signs,END_BLASTING_ZONE_W22-3.svg,2024 Edition,42.0x36.0 in,size 42 in: conventional-road row for W22-3 in the 2004/2012 sheets (2024 table has no marker)
W23-1,SLOW TRAFFIC AHEAD,Temporary Traffic Control Signs,SLOW_TRAFFIC_AHEAD_W23-1.svg,2024 Edition,48.0x24.0 in,
W23-2,NEW TRAFFIC PATTERN AHEAD,Temporary Traffic Control Signs,NEW_TRAFFIC_PATTERN_AHEAD_W23-2.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W23-2a,NEW SIGNAL OPERATION AHEAD,Temporary Traffic Control Signs,NEW_SIGNAL_OPERATION_AHEAD_W23-2a.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W24-1L,DOUBLE REVERSE CURVE (1 LANE),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_1_LANE_W24-1L.svg,2024 Edition,50.9x50.6 in,size 36 in: conventional-road row for W24-1 in the 2004/2012 sheets (2024 table has no marker)
W24-1R,DOUBLE REVERSE CURVE (1 LANE),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_1_LANE_W24-1R.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W24-1 in the 2004/2012 sheets (2024 table has no marker)
W24-1aL,DOUBLE REVERSE CURVE (2 LANES),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_2_LANES_W24-1aL.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W24-1a in the 2004/2012 sheets (2024 table has no marker)
W24-1aR,DOUBLE REVERSE CURVE (2 LANES),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_2_LANES_W24-1aR.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W24-1a in the 2004/2012 sheets (2024 table has no marker)
W24-1bL,DOUBLE REVERSE CURVE (3 LANES),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_3_LANES_W24-1bL.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W24-1b in the 2004/2012 sheets (2024 table has no marker)
W24-1bR,DOUBLE REVERSE CURVE (3 LANES),Temporary Traffic Control Signs,DOUBLE_REVERSE_CURVE_3_LANES_W24-1bR.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W24-1b in the 2004/2012 sheets (2024 table has no marker)
W24-1cP,ALL LANES (PLAQUE),Temporary Traffic Control Signs,ALL_LANES_PLAQUE_W24-1cP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W25-1,ONCOMING TRAFFIC HAS EXTENDED GREEN,Temporary Traffic Control Signs,ONCOMING_TRAFFIC_HAS_EXTENDED_GREEN_W25-1.svg,2024 Edition,24.0x30.0 in,
W25-2,ONCOMING TRAFFIC MAY HAVE EXTENDED GREEN,Temporary Traffic Control Signs,ONCOMING_TRAFFIC_MAY_HAVE_EXTENDED_GREEN_W25-2.svg,2024 Edition,24.0x30.0 in,
W26-1,WATCH FOR STOPPED TRAFFIC,Warning Signs,WATCH_FOR_STOPPED_TRAFFIC_W26-1.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W3-1,STOP AHEAD,Warning Signs,STOP_AHEAD_W3-1.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W3-1 in the 2004/2012 sheets (2024 table has no marker)
W3-1a,STOP AHEAD,Warning Signs,STOP_AHEAD_W3-1a.svg,2004 Edition,50.9x50.9 in,
W3-2,YIELD AHEAD,Warning Signs,YIELD_AHEAD_W3-2.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W3-2 in the 2004/2012 sheets (2024 table has no marker)
W3-2a,YIELD AHEAD,Warning Signs,YIELD_AHEAD_W3-2a.svg,2004 Edition,50.9x50.9 in,
W3-3,SIGNAL AHEAD,Warning Signs,SIGNAL_AHEAD_W3-3.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W3-3 in the 2004/2012 sheets (2024 table has no marker)
W3-3a,SIGNAL AHEAD,Warning Signs,SIGNAL_AHEAD_W3-3a.svg,2004 Edition,50.9x50.9 in,
W3-4,BE PREPARED TO STOP,Warning Signs,BE_PREPARED_TO_STOP_W3-4.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W3-4 in the 2004/2012 sheets (2024 table has no marker)
W3-5,REDUCED SPEED LIMIT AHEAD,Warning Signs,REDUCED_SPEED_LIMIT_AHEAD_W3-5.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W3-5 in the 2004/2012 sheets (2024 table has no marker)
W3-5a,XX MPH SPEED ZONE AHEAD,Warning Signs,XX_MPH_SPEED_ZONE_AHEAD_W3-5a.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W3-5a in the 2004/2012 sheets (2024 table has no marker)
W3-5b,VARIABLE SPEED ZONE AHEAD,Warning Signs,VARIABLE_SPEED_ZONE_AHEAD_W3-5b.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W3-5c,XX MPH TRUCK SPEED ZONE AHEAD,Warning Signs,XX_MPH_TRUCK_SPEED_ZONE_AHEAD_W3-5c.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W3-6,DRAW BRIDGE,Warning Signs,DRAW_BRIDGE_W3-6.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W3-6 in the 2004/2012 sheets (2024 table has no marker)
W3-7,RAMP METER AHEAD,Warning Signs,RAMP_METER_AHEAD_W3-7.svg,2024 Edition,50.9x50.5 in,
W3-8,RAMP METERED WHEN FLASHING,Warning Signs,RAMP_METERED_WHEN_FLASHING_W3-8.svg,2024 Edition,50.9x50.5 in,
W3-9,TRAFFIC USING SHOULDER,Warning Signs,TRAFFIC_USING_SHOULDER_W3-9.svg,2024 Edition,36.0x48.0 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-1L,MERGE,Warning Signs,MERGE_W4-1L.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W4-1 in the 2004/2012 sheets (2024 table has no marker)
W4-1R,MERGE,Warning Signs,MERGE_W4-1R.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W4-1 in the 2004/2012 sheets (2024 table has no marker)
W4-2L,LANE ENDS,Warning Signs,LANE_ENDS_W4-2L.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W4-2 in the 2004/2012 sheets (2024 table has no marker)
W4-2R,LANE ENDS,Warning Signs,LANE_ENDS_W4-2R.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W4-2 in the 2004/2012 sheets (2024 table has no marker)
W4-3L,ADDED LANE,Warning Signs,ADDED_LANE_W4-3L.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W4-3 in the 2004/2012 sheets (2024 table has no marker)
W4-3R,ADDED LANE,Warning Signs,ADDED_LANE_W4-3R.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W4-3 in the 2004/2012 sheets (2024 table has no marker)
W4-4P,CROSS TRAFFIC DOES NOT STOP (PLAQUE),Warning Signs,CROSS_TRAFFIC_DOES_NOT_STOP_PLAQUE_W4-4P.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-4aP,TRAFFIC FROM LEFT (RIGHT) DOES NOT STOP (PLAQUE),Warning Signs,TRAFFIC_FROM_LEFT_RIGHT_DOES_NOT_STOP_PLAQUE_W4-4aP.svg,2012 Supplement,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-4aPL,TRAFFIC FROM RIGHT DOES NOT STOP (PLAQUE),Warning Signs,TRAFFIC_FROM_RIGHT_DOES_NOT_STOP_PLAQUE_W4-4aPL.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-4aPR,TRAFFIC FROM RIGHT DOES NOT STOP (PLAQUE),Warning Signs,TRAFFIC_FROM_RIGHT_DOES_NOT_STOP_PLAQUE_W4-4aPR.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-4bP,ONCOMING TRAFFIC DOES NOT STOP (PLAQUE),Warning Signs,ONCOMING_TRAFFIC_DOES_NOT_STOP_PLAQUE_W4-4bP.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-4p,TRAFFIC DOES NOT STOP,Warning Signs,TRAFFIC_DOES_NOT_STOP_W4-4p.svg,2004 Edition,24.0x12.0 in,
W4-5,ENTERING ROADWAY MERGE,Warning Signs,ENTERING_ROADWAY_MERGE_W4-5.svg,2004 Edition,50.9x50.9 in,
W4-5L,ENTERING ROADWAY MERGE,Warning Signs,ENTERING_ROADWAY_MERGE_W4-5L.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W4-5 in the 2004/2012 sheets (2024 table has no marker)
W4-5P,NO MERGE AREA (PLAQUE),Warning Signs,NO_MERGE_AREA_PLAQUE_W4-5P.svg,2012 Supplement,18.0x24.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-5R,ENTERING ROADWAY MERGE,Warning Signs,ENTERING_ROADWAY_MERGE_W4-5R.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W4-5 in the 2004/2012 sheets (2024 table has no marker)
W4-5aP,NO MERGE AREA (PLAQUE),Warning Signs,NO_MERGE_AREA_PLAQUE_W4-5aP.svg,2024 Edition,18.0x24.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-6,ENTERING ROADWAY ADDED LANE,Warning Signs,ENTERING_ROADWAY_ADDED_LANE_W4-6.svg,2004 Edition,33.9x33.9 in,size 24 in: conventional-road row for W4-6 in the 2004/2012 sheets (2024 table has no marker)
W4-6L,ENTERING ROADWAY ADDED LANE,Warning Signs,ENTERING_ROADWAY_ADDED_LANE_W4-6L.svg,2024 Edition,42.4x42.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
W4-6R,ENTERING ROADWAY ADDED LANE,Warning Signs,ENTERING_ROADWAY_ADDED_LANE_W4-6R.svg,2024 Edition,42.4x42.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-7,THRU TRAFFIC MERGE LEFT,Warning Signs,THRU_TRAFFIC_MERGE_LEFT_METRIC_2_W4-7.svg,2004 Edition,42.4x42.4 in,size 30 in: conventional-road row for W4-7 in the 2004/2012 sheets (2024 table has no marker); same code and name as page 139 but a different drawing; suffixed
W4-7L,HEAVY MERGE FROM LEFT,Warning Signs,HEAVY_MERGE_FROM_LEFT_W4-7L.svg,2024 Edition,50.9x50.4 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-7R,HEAVY MERGE FROM RIGHT,Warning Signs,HEAVY_MERGE_FROM_RIGHT_W4-7R.svg,2024 Edition,50.9x50.5 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W4-8,SINGLE-LANE TRANSITION,Warning Signs,SINGLE_LANE_TRANSITION_W4-8.svg,2024 Edition,50.9x50.5 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W5-1,ROAD NARROWS,Warning Signs,ROAD_NARROWS_W5-1.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W5-1 in the 2004/2012 sheets (2024 table has no marker)
W5-2,NARROW BRIDGE,Warning Signs,NARROW_BRIDGE_W5-2.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W5-2 in the 2004/2012 sheets (2024 table has no marker)
W5-2a,NARROW UNDERPASS,Warning Signs,NARROW_UNDERPASS_W5-2a.svg,2024 Edition,42.4x42.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W5-3,ONE LANE BRIDGE,Warning Signs,ONE_LANE_BRIDGE_W5-3.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W5-3 in the 2004/2012 sheets (2024 table has no marker)
W5-3a,ONE LANE UNDERPASS,Warning Signs,ONE_LANE_UNDERPASS_W5-3a.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W5-4,RAMP NARROWS,Warning Signs,RAMP_NARROWS_W5-4.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W5-4 in the 2004/2012 sheets (2024 table has no marker)
W5-4a,PATH NARROWS,Warning Signs,PATH_NARROWS_W5-4a.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W5-4a in the 2004/2012 sheets (2024 table has no marker)
W6-1,DIVIDED HIGHWAY,Warning Signs,DIVIDED_HIGHWAY_W6-1.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W6-1 in the 2004/2012 sheets (2024 table has no marker)
W6-1a,DIVIDED HIGHWAY,Warning Signs,DIVIDED_HIGHWAY_W6-1a.svg,2004 Edition,50.9x50.9 in,
W6-1b,DIVIDED ROAD,Warning Signs,DIVIDED_ROAD_W6-1b.svg,2004 Edition,50.9x50.9 in,
W6-2,DIVIDED HIGHWAY ENDS,Warning Signs,DIVIDED_HIGHWAY_ENDS_W6-2.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W6-2 in the 2004/2012 sheets (2024 table has no marker)
W6-2a,DIVIDED HIGHWAY ENDS,Warning Signs,DIVIDED_HIGHWAY_ENDS_W6-2a.svg,2004 Edition,50.9x50.9 in,
W6-2b,DIVIDED ROAD ENDS,Warning Signs,DIVIDED_ROAD_ENDS_W6-2b.svg,2004 Edition,50.9x50.9 in,
W6-3,TWO-WAY TRAFFIC,Warning Signs,TWO_WAY_TRAFFIC_W6-3.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W6-3 in the 2004/2012 sheets (2024 table has no marker)
W6-4,NARROW TWO-WAY TRAFFIC,Warning Signs,NARROW_TWO_WAY_TRAFFIC_W6-4.svg,2024 Edition,12.0x18.0 in,
W6-5,TWO-WAY TRAFFIC (3-LANE),Warning Signs,TWO_WAY_TRAFFIC_3_LANE_W6-5.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W6-5a,TWO-WAY TRAFFIC (3-LANE),Warning Signs,TWO_WAY_TRAFFIC_3_LANE_W6-5a.svg,2024 Edition,42.4x42.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W7-1,HILL,Warning Signs,HILL_W7-1.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W7-1 in the 2004/2012 sheets (2024 table has no marker)
W7-1a,HILL WITH GRADE,Warning Signs,HILL_WITH_GRADE_W7-1a.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W7-1a in the 2004/2012 sheets (2024 table has no marker)
W7-1b,HILL,Warning Signs,HILL_W7-1b.svg,2004 Edition,42.4x42.4 in,
W7-2,HILL PLAQUE,Warning Signs,HILL_PLAQUE_W7-2.svg,2004 Edition,24.0x18.0 in,no dimension of its own; drawn to the same size as W7-2b on the sheet — check
W7-2P,USE LOW GEAR (PLAQUE),Warning Signs,USE_LOW_GEAR_PLAQUE_W7-2P.svg,2024 Edition,24.0x18.0 in,
W7-2b,HILL PLAQUE,Warning Signs,HILL_PLAQUE_W7-2b.svg,2004 Edition,24.0x18.0 in,scale from the drawing's overall width dimension (24.0 in)
W7-2bP,TRUCKS USE LOWER GEAR (PLAQUE),Warning Signs,TRUCKS_USE_LOWER_GEAR_PLAQUE_W7-2bP.svg,2024 Edition,24.0x18.0 in,
W7-3,HILL PLAQUE,Warning Signs,HILL_PLAQUE_W7-3.svg,2004 Edition,24.0x18.0 in,scale from the drawing's overall width dimension (24.0 in)
W7-3P,XX% GRADE (PLAQUE),Warning Signs,XX_GRADE_PLAQUE_W7-3P.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W7-3a,HILL PLAQUE,Warning Signs,HILL_PLAQUE_METRIC_W7-3a.svg,2004 Edition,24.0x18.0 in,no dimension of its own; drawn to the same size as W7-3 on the sheet — check
W7-3aP,NEXT XX MILES (PLAQUE),Warning Signs,NEXT_XX_MILES_PLAQUE_W7-3aP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W7-3b,HILL PLAQUE,Warning Signs,HILL_PLAQUE_METRIC_W7-3b.svg,2004 Edition,24.0x18.0 in,no dimension of its own; drawn to the same size as W7-3 on the sheet — check
W7-3bP,XX% GRADE XX MILES (PLAQUE),Warning Signs,XX_GRADE_XX_MILES_PLAQUE_W7-3bP.svg,2024 Edition,24.0x18.0 in,
W7-4,RUNAWAY TRUCK RAMP XX MILES,Warning Signs,RUNAWAY_TRUCK_RAMP_XX_MILES_W7-4.svg,2024 Edition,84.0x48.0 in,"size 84 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W7-4b,RUNAWAY TRUCK RAMP ENTRANCE DIRECTION,Warning Signs,RUNAWAY_TRUCK_RAMP_ENTRANCE_DIRECTION_W7-4b.svg,2024 Edition,84.0x54.0 in,"size 84 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W7-4c,TRUCK ESCAPE RAMP,Warning Signs,TRUCK_ESCAPE_RAMP_W7-4c.svg,2024 Edition,78.0x60.0 in,
W7-4d,TRUCK ESCAPE RAMP PLAQUE,Warning Signs,TRUCK_ESCAPE_RAMP_PLAQUE_W7-4d.svg,2004 Edition,24.0x12.0 in,no dimension of its own; drawn to the same size as W7-4e on the sheet — check
W7-4dP,SAND (PLAQUE),Warning Signs,SAND_PLAQUE_W7-4dP.svg,2024 Edition,24.0x12.0 in,
W7-4e,TRUCK ESCAPE RAMP PLAQUE,Warning Signs,TRUCK_ESCAPE_RAMP_PLAQUE_W7-4e.svg,2004 Edition,24.0x12.0 in,scale from the drawing's overall width dimension (24.0 in)
W7-4eP,GRAVEL (PLAQUE),Warning Signs,GRAVEL_PLAQUE_W7-4eP.svg,2024 Edition,24.0x12.0 in,
W7-4f,TRUCK ESCAPE RAMP PLAQUE,Warning Signs,TRUCK_ESCAPE_RAMP_PLAQUE_W7-4f.svg,2004 Edition,24.0x12.0 in,no dimension of its own; drawn to the same size as W7-4e on the sheet — check
W7-4fP,PAVED (PLAQUE),Warning Signs,PAVED_PLAQUE_W7-4fP.svg,2024 Edition,24.0x12.0 in,
W7-5,HILL (BICYCLE),Warning Signs,HILL_BICYCLE_W7-5.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W7-5 in the 2004/2012 sheets (2024 table has no marker)
W7-5a,HILL,Warning Signs,HILL_W7-5a.svg,2004 Edition,12.0x9.0 in,scale from the drawing's overall width dimension (12.0 in)
W7-6,HILL BLOCKS VIEW,Warning Signs,HILL_BLOCKS_VIEW_W7-6.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W7-6 in the 2004/2012 sheets (2024 table has no marker)
W8-1,BUMP,Warning Signs,BUMP_W8-1.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W8-1 in the 2004/2012 sheets (2024 table has no marker)
W8-10,BICYCLE SURFACE CONDITION,Warning Signs,BICYCLE_SURFACE_CONDITION_W8-10.svg,2024 Edition,25.5x25.2 in,size 18 in: conventional-road row for W8-10 in the 2004/2012 sheets (2024 table has no marker)
W8-10P,SLIPPERY WHEN WET (PLAQUE),Warning Signs,SLIPPERY_WHEN_WET_PLAQUE_W8-10P.svg,2024 Edition,12.0x9.0 in,
W8-10a,BICYCLE SLIPPERY WHEN WET PLAQUE,Warning Signs,BICYCLE_SLIPPERY_WHEN_WET_PLAQUE_W8-10a.svg,2004 Edition,18.0x13.5 in,size 18 in: conventional-road row for W8-10a in the 2004/2012 sheets (2024 table has no marker)
W8-11,UNEVEN LANES,Warning Signs,UNEVEN_LANES_W8-11.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W8-11 in the 2004/2012 sheets (2024 table has no marker)
W8-12,NO CENTER LINE,Warning Signs,NO_CENTER_LINE_W8-12.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W8-12 in the 2004/2012 sheets (2024 table has no marker)
W8-13,BRIDGE ICES BEFORE ROAD,Warning Signs,BRIDGE_ICES_BEFORE_ROAD_W8-13.svg,2024 Edition,33.9x33.7 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-14,FALLEN ROCKS,Warning Signs,FALLEN_ROCKS_W8-14.svg,2024 Edition,33.9x33.7 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-15,GROOVED PAVEMENT,Warning Signs,GROOVED_PAVEMENT_W8-15.svg,2024 Edition,33.9x33.6 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-15P,MOTORCYCLE (PLAQUE),Warning Signs,MOTORCYCLE_PLAQUE_W8-15P.svg,2012 Supplement,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-15aP,MOTORCYCLE (PLAQUE),Warning Signs,MOTORCYCLE_PLAQUE_W8-15aP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-16,METAL BRIDGE DECK,Warning Signs,METAL_BRIDGE_DECK_W8-16.svg,2024 Edition,33.9x33.6 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-17L,SHOULDER DROP-OFF,Warning Signs,SHOULDER_DROP_OFF_W8-17L.svg,2024 Edition,42.4x42.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
W8-17P,SHOULDER DROP-OFF (PLAQUE),Warning Signs,SHOULDER_DROP_OFF_PLAQUE_W8-17P.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-17R,SHOULDER DROP-OFF,Warning Signs,SHOULDER_DROP_OFF_W8-17R.svg,2024 Edition,33.9x33.7 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W8-18,ROAD MAY FLOOD,Warning Signs,ROAD_MAY_FLOOD_W8-18.svg,2024 Edition,33.9x33.7 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
