schedule,part,item,diagram,title,url,local
03,02,32,p957,,https://assets.publishing.service.gov.uk/media/5ed8be5686650c76b2fe755d/traffic-sign-drawing-schedule-03-part-02-item-32-p957.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-32-p957.pdf
03,02,33,p953,,https://assets.publishing.service.gov.uk/media/5ed8be6386650c76ae1d6482/traffic-sign-drawing-schedule-03-part-02-item-33-p953.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-33-p953.pdf
03,02,34,p953a,,https://assets.publishing.service.gov.uk/media/5ed8be6e86650c76acac3884/traffic-sign-drawing-schedule-03-part-02-item-34-p953a.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-34-p953a.pdf
03,02,35,p953b,,https://assets.publishing.service.gov.uk/media/5ed8be7ae90e0754d7f1898d/traffic-sign-drawing-schedule-03-part-02-item-35-p953b.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-35-p953b.pdf
03,02,36,p953x1,,https://assets.publishing.service.gov.uk/media/5ed8be90e90e0754cd08d6d3/traffic-sign-drawing-schedule-03-part-02-item-36-p953x1.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-36-p953x1.pdf
03,02,40,np953x1c,,https://assets.publishing.service.gov.uk/media/5ed8be9ad3bf7f4602e98376/traffic-sign-drawing-schedule-03-part-02-item-40-np953x1c.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-02-item-40-np953x1c.pdf
03,,,traffic-sign-drawing-schedule-03-part-03-legends-for-plates,,https://assets.publishing.service.gov.uk/media/64217252ba5ac90013b1a99a/traffic-sign-drawing-schedule-03-part-03-legends-for-plates.pdf,Original PDFs/Schedule 03/traffic-sign-drawing-schedule-03-part-03-legends-for-plates.pdf
04,03,01,p636_document,,https://assets.publishing.service.gov.uk/media/5eeb474786650c2d27b6d324/traffic-sign-drawing-schedule-04-part-03-item-01-p636_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-01-p636_document.pdf
04,03,01,p650x2_document,,https://assets.publishing.service.gov.uk/media/5eeb47b2d3bf7f7fccafb068/traffic-sign-drawing-schedule-04-part-03-item-01-p650x2_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-01-p650x2_document.pdf
04,03,02,p642_document,,https://assets.publishing.service.gov.uk/media/5eeb47e6e90e0764532810e0/traffic-sign-drawing-schedule-04-part-03-item-02-p642_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-02-p642_document.pdf
04,03,02,p650x1_document,,https://assets.publishing.service.gov.uk/media/5eeb481786650c2d2b4b9fba/traffic-sign-drawing-schedule-04-part-03-item-02-p650x1_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-02-p650x1_document.pdf
04,03,03,p640x2a_document,,https://assets.publishing.service.gov.uk/media/5eeb484486650c2d2e45dfcd/traffic-sign-drawing-schedule-04-part-03-item-03-p640x2a_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-03-p640x2a_document.pdf
04,03,04,p637x2_document,,https://assets.publishing.service.gov.uk/media/5eeb4993e90e07644b1ae8de/traffic-sign-drawing-schedule-04-part-03-item-04-p637x2_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-04-p637x2_document.pdf
04,03,05,p637x1_document,,https://assets.publishing.service.gov.uk/media/5eeb4a2586650c2d27b6d325/traffic-sign-drawing-schedule-04-part-03-item-05-p637x1_document.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-05-p637x1_document.pdf
04,03,06,p637x1,,https://assets.publishing.service.gov.uk/media/5a8055bae5274a2e87db939a/traffic-sign-drawing-schedule-04-part-03-item-06-p637x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-06-p637x1.pdf
04,03,07,p640x3,,https://assets.publishing.service.gov.uk/media/5eeb4bece90e076454b538a2/traffic-sign-drawing-schedule-04-part-03-item-07-p640x3.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-07-p640x3.pdf
04,03,07,p640x4,,https://assets.publishing.service.gov.uk/media/5eeb4ce686650c2d26963b35/traffic-sign-drawing-schedule-04-part-03-item-07-p640x4.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-07-p640x4.pdf
04,03,08,p640x4,,https://assets.publishing.service.gov.uk/media/5eeb4cf7e90e076452b9ac31/traffic-sign-drawing-schedule-04-part-03-item-08-p640x4.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-08-p640x4.pdf
04,03,09,p642x3,,https://assets.publishing.service.gov.uk/media/5eeb4d27e90e076450c194d6/traffic-sign-drawing-schedule-04-part-03-item-09-p642x3.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-09-p642x3.pdf
04,03,10,p642x2a,,https://assets.publishing.service.gov.uk/media/5eeb4d52e90e07644c942c57/traffic-sign-drawing-schedule-04-part-03-item-10-p642x2a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-03-item-10-p642x2a.pdf
04,04,02,p660x3,,https://assets.publishing.service.gov.uk/media/5eeb4d83e90e076449c67b5c/traffic-sign-drawing-schedule-04-part-04-item-02-p660x3.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p660x3.pdf
04,04,02,p660x6,,https://assets.publishing.service.gov.uk/media/5eeb4dad86650c2d29c87203/traffic-sign-drawing-schedule-04-part-04-item-02-p660x6.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p660x6.pdf
04,04,02,p660x7,,https://assets.publishing.service.gov.uk/media/5eeb4dd486650c2d26963b36/traffic-sign-drawing-schedule-04-part-04-item-02-p660x7.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p660x7.pdf
04,04,02,p661x1,,https://assets.publishing.service.gov.uk/media/5eeb4e89e90e076450c194d7/traffic-sign-drawing-schedule-04-part-04-item-02-p661x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p661x1.pdf
04,04,02,p661x2a,,https://assets.publishing.service.gov.uk/media/5eeb4eb4d3bf7f7fd1f5e449/traffic-sign-drawing-schedule-04-part-04-item-02-p661x2a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p661x2a.pdf
04,04,02,p661x3a,,https://assets.publishing.service.gov.uk/media/5eeb4ed2e90e07645173984b/traffic-sign-drawing-schedule-04-part-04-item-02-p661x3a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-p661x3a.pdf
04,04,02,s43,,https://assets.publishing.service.gov.uk/media/5eeb4ef0d3bf7f7fd0e4b62a/traffic-sign-drawing-schedule-04-part-04-item-02-s43.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-02-s43.pdf
04,04,03,p667,,https://assets.publishing.service.gov.uk/media/5eeb4f13e90e07644e3b8f3c/traffic-sign-drawing-schedule-04-part-04-item-03-p667.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-03-p667.pdf
04,04,04,p668x1,,https://assets.publishing.service.gov.uk/media/5eeb4f3086650c2d26963b37/traffic-sign-drawing-schedule-04-part-04-item-04-p668x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-04-p668x1.pdf
04,04,07,661x2a,,https://assets.publishing.service.gov.uk/media/5eeb4f6e86650c2d26963b38/traffic-sign-drawing-schedule-04-part-04-item-07-661x2a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-07-661x2a.pdf
04,04,07,661x3a,,https://assets.publishing.service.gov.uk/media/5eeb4f8ae90e07644629bab5/traffic-sign-drawing-schedule-04-part-04-item-07-661x3a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-07-661x3a.pdf
04,04,08,661x4,,https://assets.publishing.service.gov.uk/media/5eeb4fb0d3bf7f7fd1f5e44a/traffic-sign-drawing-schedule-04-part-04-item-08-661x4.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-04-item-08-661x4.pdf
04,05,01,p661x1,,https://assets.publishing.service.gov.uk/media/5eeb5269d3bf7f7fd0e4b62c/traffic-sign-drawing-schedule-04-part-05-item-01-p661x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-01-p661x1.pdf
04,05,01,s23,,https://assets.publishing.service.gov.uk/media/5eeb5290d3bf7f7fc42461cf/traffic-sign-drawing-schedule-04-part-05-item-01-s23.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-01-s23.pdf
04,05,02,p661x1,,https://assets.publishing.service.gov.uk/media/5eeb52ae86650c2d2c94af1c/traffic-sign-drawing-schedule-04-part-05-item-02-p661x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-02-p661x1.pdf
04,05,02,s16,,https://assets.publishing.service.gov.uk/media/5eeb52cde90e076455e03738/traffic-sign-drawing-schedule-04-part-05-item-02-s16.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-02-s16.pdf
04,05,03,p661x1,,https://assets.publishing.service.gov.uk/media/5eeb52f6d3bf7f7fccafb06d/traffic-sign-drawing-schedule-04-part-05-item-03-p661x1.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-03-p661x1.pdf
04,05,03,s25,,https://assets.publishing.service.gov.uk/media/5eeb531686650c2d2a3b5cb7/traffic-sign-drawing-schedule-04-part-05-item-03-s25.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-03-s25.pdf
04,05,04,p661a,,https://assets.publishing.service.gov.uk/media/5eeb5336d3bf7f7fc8b16dd6/traffic-sign-drawing-schedule-04-part-05-item-04-p661a.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-04-p661a.pdf
04,05,04,s45,,https://assets.publishing.service.gov.uk/media/5eeb5358d3bf7f7fd1f5e44f/traffic-sign-drawing-schedule-04-part-05-item-04-s45.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-04-s45.pdf
04,05,05,p660x8,,https://assets.publishing.service.gov.uk/media/5eeb537be90e07644df4b626/traffic-sign-drawing-schedule-04-part-05-item-05-p660x8.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-05-p660x8.pdf
04,05,05,s64,,https://assets.publishing.service.gov.uk/media/5eeb539ce90e07644b1ae8e2/traffic-sign-drawing-schedule-04-part-05-item-05-s64.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-05-s64.pdf
04,05,06,s66,,https://assets.publishing.service.gov.uk/media/5eeb53bb86650c2d29c87208/traffic-sign-drawing-schedule-04-part-05-item-06-s66.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-06-s66.pdf
04,05,07,p660x9,,https://assets.publishing.service.gov.uk/media/5eeb53dad3bf7f7fc6fcc94c/traffic-sign-drawing-schedule-04-part-05-item-07-p660x9.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-07-p660x9.pdf
04,05,07,s65,,https://assets.publishing.service.gov.uk/media/5eeb53ffe90e07644fae4213/traffic-sign-drawing-schedule-04-part-05-item-07-s65.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-07-s65.pdf
04,05,08,p660x5,,https://assets.publishing.service.gov.uk/media/5eeb5426e90e076455e0373b/traffic-sign-drawing-schedule-04-part-05-item-08-p660x5.pdf,Original PDFs/Schedule 04/traffic-sign-drawing-schedule-04-part-05-item-08-p660x5.pdf
05,01,02,p804x4,,https://assets.publishing.service.gov.uk/media/5eb3db4586650c279626e562/traffic-sign-drawing-schedule-05-part-01-item-02-p804x4.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-01-item-02-p804x4.pdf
05,01,03,p804x2,,https://assets.publishing.service.gov.uk/media/5eb3db59e90e07083d4bd825/traffic-sign-drawing-schedule-05-part-01-item-03-p804x2.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-01-item-03-p804x2.pdf
05,01,04,p804x3,,https://assets.publishing.service.gov.uk/media/5eb3db8186650c278fc64b43/traffic-sign-drawing-schedule-05-part-01-item-04-p804x3.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-01-item-04-p804x3.pdf
05,01,05,p804x1,,https://assets.publishing.service.gov.uk/media/5eb3db8186650c27955a8919/traffic-sign-drawing-schedule-05-part-01-item-05-p804x1.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-01-item-05-p804x1.pdf
05,01,06,p969,,https://assets.publishing.service.gov.uk/media/5eb3db8186650c2791ec70c3/traffic-sign-drawing-schedule-05-part-01-item-06-p969.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-01-item-06-p969.pdf
05,03,01,p663,,https://assets.publishing.service.gov.uk/media/5eb3db88d3bf7f5d395502ce/traffic-sign-drawing-schedule-05-part-03-item-01-p663.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-01-p663.pdf
05,03,02,p663x2,,https://assets.publishing.service.gov.uk/media/5eb3dba586650c27955a891a/traffic-sign-drawing-schedule-05-part-03-item-02-p663x2.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-02-p663x2.pdf
05,03,03,p663x1,,https://assets.publishing.service.gov.uk/media/5eb3dbc6d3bf7f5d3c74a2a5/traffic-sign-drawing-schedule-05-part-03-item-03-p663x1.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-03-p663x1.pdf
05,03,04,p665,,https://assets.publishing.service.gov.uk/media/5eb3dbd686650c279626e563/traffic-sign-drawing-schedule-05-part-03-item-04-p665.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-04-p665.pdf
05,03,05,p663x3,,https://assets.publishing.service.gov.uk/media/5eb3dbe486650c27955a891b/traffic-sign-drawing-schedule-05-part-03-item-05-p663x3.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-05-p663x3.pdf
05,03,06,p660x4,,https://assets.publishing.service.gov.uk/media/5eb3dbf586650c27932663ef/traffic-sign-drawing-schedule-05-part-03-item-06-p660x4.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-06-p660x4.pdf
05,03,07,np428x1,,https://assets.publishing.service.gov.uk/media/5eb3dc0286650c279626e564/traffic-sign-drawing-schedule-05-part-03-item-07-np428x1.pdf,Original PDFs/Schedule 05/traffic-sign-drawing-schedule-05-part-03-item-07-np428x1.pdf
06,02,01,s43,,https://assets.publishing.service.gov.uk/media/5ed668e386650c76ab17fca3/traffic-sign-drawing-schedule-06-part-02-item-01-s43.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-01-s43.pdf
06,02,02,p667,,https://assets.publishing.service.gov.uk/media/5ed668f886650c76ab17fca4/traffic-sign-drawing-schedule-06-part-02-item-02-p667.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-02-p667.pdf
06,02,03,p668x1,,https://assets.publishing.service.gov.uk/media/5ed66903e90e0754d5088b10/traffic-sign-drawing-schedule-06-part-02-item-03-p668x1.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-03-p668x1.pdf
06,02,04,s23,,https://assets.publishing.service.gov.uk/media/5ed66917e90e0754d96bb77e/traffic-sign-drawing-schedule-06-part-02-item-04-s23.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-04-s23.pdf
06,02,05,s16,,https://assets.publishing.service.gov.uk/media/5ed66922d3bf7f45f9a51423/traffic-sign-drawing-schedule-06-part-02-item-05-s16.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-05-s16.pdf
06,02,06,s25,,https://assets.publishing.service.gov.uk/media/5ed6692de90e0754d3f5eef7/traffic-sign-drawing-schedule-06-part-02-item-06-s25.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-06-s25.pdf
06,02,07,s45,,https://assets.publishing.service.gov.uk/media/5ed669fae90e0754d6c48102/traffic-sign-drawing-schedule-06-part-02-item-07-s45.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-07-s45.pdf
06,02,08,s64,,https://assets.publishing.service.gov.uk/media/5ed66a0bd3bf7f45f9a51424/traffic-sign-drawing-schedule-06-part-02-item-08-s64.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-08-s64.pdf
06,02,09,s66,,https://assets.publishing.service.gov.uk/media/5ed66a16e90e0754d1dedffc/traffic-sign-drawing-schedule-06-part-02-item-09-s66.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-09-s66.pdf
06,02,10,s65,,https://assets.publishing.service.gov.uk/media/5ed66a21d3bf7f45fa098ac0/traffic-sign-drawing-schedule-06-part-02-item-10-s65.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-10-s65.pdf
06,02,11,p660x5,,https://assets.publishing.service.gov.uk/media/5ed66a58e90e0754d1dedffd/traffic-sign-drawing-schedule-06-part-02-item-11-p660x5.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-11-p660x5.pdf
06,02,12,s06,,https://assets.publishing.service.gov.uk/media/5ed66a6ce90e0754d8fb3a32/traffic-sign-drawing-schedule-06-part-02-item-12-s06.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-12-s06.pdf
06,02,13,s43,,https://assets.publishing.service.gov.uk/media/5ed66a77e90e0754d8fb3a34/traffic-sign-drawing-schedule-06-part-02-item-13-s43.pdf,Original PDFs/Schedule 06/traffic-sign-drawing-schedule-06-part-02-item-13-s43.pdf
07,02,01,p664,,https://assets.publishing.service.gov.uk/media/5ed6840cd3bf7f4601e576df/traffic-sign-drawing-schedule-07-part-02-item-01-p664.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-01-p664.pdf
07,02,02,p666,,https://assets.publishing.service.gov.uk/media/5ed68431d3bf7f45ff9c2823/traffic-sign-drawing-schedule-07-part-02-item-02-p666.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-02-p666.pdf
07,02,03,p664x1,,https://assets.publishing.service.gov.uk/media/5ed68425e90e0754cf07cb7f/traffic-sign-drawing-schedule-07-part-02-item-03-p664x1.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-03-p664x1.pdf
07,02,05,p640x5,,https://assets.publishing.service.gov.uk/media/5ed6844fe90e0754d96bb781/traffic-sign-drawing-schedule-07-part-02-item-05-p640x5.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-05-p640x5.pdf
07,02,06,p646,,https://assets.publishing.service.gov.uk/media/5ed68474e90e0754d96bb782/traffic-sign-drawing-schedule-07-part-02-item-06-p646.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-06-p646.pdf
07,02,07,p647,,https://assets.publishing.service.gov.uk/media/5ed68493d3bf7f45fe60a97b/traffic-sign-drawing-schedule-07-part-02-item-07-p647.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-07-p647.pdf
07,02,10,np428x2,,https://assets.publishing.service.gov.uk/media/5ed684add3bf7f460515d207/traffic-sign-drawing-schedule-07-part-02-item-10-np428x2.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-10-np428x2.pdf
07,02,11,np428x1,,https://assets.publishing.service.gov.uk/media/5ed684e0d3bf7f460894eb58/traffic-sign-drawing-schedule-07-part-02-item-11-np428x1.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-11-np428x1.pdf
07,02,12,p667,,https://assets.publishing.service.gov.uk/media/5ed684ed86650c76b02b2dae/traffic-sign-drawing-schedule-07-part-02-item-12-p667.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-12-p667.pdf
07,02,13,p668,,https://assets.publishing.service.gov.uk/media/5ed6852986650c76a4ca43cf/traffic-sign-drawing-schedule-07-part-02-item-13-p668.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-13-p668.pdf
07,02,14,p667x1,,https://assets.publishing.service.gov.uk/media/5ed68546e90e0754dbf67bf5/traffic-sign-drawing-schedule-07-part-02-item-14-p667x1.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-14-p667x1.pdf
07,02,15,p668x1,,https://assets.publishing.service.gov.uk/media/5ed68554d3bf7f46049120c8/traffic-sign-drawing-schedule-07-part-02-item-15-p668x1.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-15-p668x1.pdf
07,02,16,p667x2,,https://assets.publishing.service.gov.uk/media/5ed6858fe90e0754d3f5eefc/traffic-sign-drawing-schedule-07-part-02-item-16-p667x2.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-16-p667x2.pdf
07,02,17,p668x2,,https://assets.publishing.service.gov.uk/media/5ed6859bd3bf7f45fdcf6921/traffic-sign-drawing-schedule-07-part-02-item-17-p668x2.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-02-item-17-p668x2.pdf
07,04,05,p1028x2,,https://assets.publishing.service.gov.uk/media/5ed685a9e90e0754cf07cb80/traffic-sign-drawing-schedule-07-part-04-item-05-p1028x2.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-04-item-05-p1028x2.pdf
07,04,06,p1028x4,,https://assets.publishing.service.gov.uk/media/5ed685b786650c76b02b2daf/traffic-sign-drawing-schedule-07-part-04-item-06-p1028x4.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-04-item-06-p1028x4.pdf
07,04,10,p1027x1,,https://assets.publishing.service.gov.uk/media/5ed685c7e90e0754dbf67bf6/traffic-sign-drawing-schedule-07-part-04-item-10-p1027x1.pdf,Original PDFs/Schedule 07/traffic-sign-drawing-schedule-07-part-04-item-10-p1027x1.pdf
08,02,01,p618x2,,https://assets.publishing.service.gov.uk/media/5ef09b9d86650c11343b891b/traffic-sign-drawing-schedule-08-part-02-item-01-p618x2.pdf,Original PDFs/Schedule 08/traffic-sign-drawing-schedule-08-part-02-item-01-p618x2.pdf
08,02,02,p618x3,,https://assets.publishing.service.gov.uk/media/62613c24e90e07168973e182/traffic-sign-drawing-schedule-08-part-02-item-02-p618x3.pdf,Original PDFs/Schedule 08/traffic-sign-drawing-schedule-08-part-02-item-02-p618x3.pdf
08,02,03,p618x4,,https://assets.publishing.service.gov.uk/media/5ef09be0e90e0741efe1fa4e/traffic-sign-drawing-schedule-08-part-02-item-03-p618x4.pdf,Original PDFs/Schedule 08/traffic-sign-drawing-schedule-08-part-02-item-03-p618x4.pdf
08,04,01,ns67,,https://assets.publishing.service.gov.uk/media/5ef09c11d3bf7f6c06ec393d/traffic-sign-drawing-schedule-08-part-04-item-01-ns67.pdf,Original PDFs/Schedule 08/traffic-sign-drawing-schedule-08-part-04-item-01-ns67.pdf
08,04,07,ns67,,https://assets.publishing.service.gov.uk/media/5ef09c2a86650c113d4892b2/traffic-sign-drawing-schedule-08-part-04-item-07-ns67.pdf,Original PDFs/Schedule 08/traffic-sign-drawing-schedule-08-part-04-item-07-ns67.pdf
09,02,01,p601x1,,https://assets.publishing.service.gov.uk/media/5ed661a8e90e0754d4e62547/traffic-sign-drawing-schedule-09-part-02-item-01-p601x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-01-p601x1.pdf
09,02,02,p602,,https://assets.publishing.service.gov.uk/media/5ed661cfe90e0754d5088b0d/traffic-sign-drawing-schedule-09-part-02-item-02-p602.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-02-p602.pdf
09,02,03,p608,,https://assets.publishing.service.gov.uk/media/5ed661e6e90e0754d4e62548/traffic-sign-drawing-schedule-09-part-02-item-03-p608.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-03-p608.pdf
09,02,04,p778,,https://assets.publishing.service.gov.uk/media/5ed66276d3bf7f45f9a51422/traffic-sign-drawing-schedule-09-part-02-item-04-p778.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-04-p778.pdf
09,02,05,p778x1,,https://assets.publishing.service.gov.uk/media/5ed66294e90e0754cc92fb6d/traffic-sign-drawing-schedule-09-part-02-item-05-p778x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-05-p778x1.pdf
09,02,06,p611x1,,https://assets.publishing.service.gov.uk/media/5ed662abe90e0754d5088b0e/traffic-sign-drawing-schedule-09-part-02-item-06-p611x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-02-item-06-p611x1.pdf
09,04,01,p651,,https://assets.publishing.service.gov.uk/media/5ed662bf86650c76ae1d645b/traffic-sign-drawing-schedule-09-part-04-item-01-p651.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-01-p651.pdf
09,04,02,p626x2a,,https://assets.publishing.service.gov.uk/media/5ed662d6e90e0754cc92fb6e/traffic-sign-drawing-schedule-09-part-04-item-02-p626x2a.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-02-p626x2a.pdf
09,04,03,np818x4a,,https://assets.publishing.service.gov.uk/media/5ed662fb86650c76b2fe7540/traffic-sign-drawing-schedule-09-part-04-item-03-np818x4a.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-03-np818x4a.pdf
09,04,04,p784x1,,https://assets.publishing.service.gov.uk/media/5ed6635a86650c76b148ad4c/traffic-sign-drawing-schedule-09-part-04-item-04-p784x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-04-p784x1.pdf
09,04,05,p652,,https://assets.publishing.service.gov.uk/media/5ed66379e90e0754da4eaaea/traffic-sign-drawing-schedule-09-part-04-item-05-p652.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-05-p652.pdf
09,04,06,p960x1,,https://assets.publishing.service.gov.uk/media/5ed6639486650c76a9e44725/traffic-sign-drawing-schedule-09-part-04-item-06-p960x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-06-p960x1.pdf
09,04,07,p960x2-document,,https://assets.publishing.service.gov.uk/media/5ed76f55e90e0754cc92fb7d/traffic-sign-drawing-schedule-09-part-04-item-07-p960x2-document.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-07-p960x2-document.pdf
09,04,08,p960,,https://assets.publishing.service.gov.uk/media/5ed6640a86650c76a551df90/traffic-sign-drawing-schedule-09-part-04-item-08-p960.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-08-p960.pdf
09,04,09,p959x1,,https://assets.publishing.service.gov.uk/media/5ed66417e90e0754da4eaaec/traffic-sign-drawing-schedule-09-part-04-item-09-p959x1.pdf,Original PDFs/Schedule 09/traffic-sign-drawing-schedule-09-part-04-item-09-p959x1.pdf
