code,name,family,file,size,notes,source
R10-16,U-TURN YIELD TO RIGHT TURN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/U_TURN_YIELD_TO_RIGHT_TURN_R10-16.svg (was: scale from the drawing's overall width dimension (30.0 in)),Original PDFs/shsd-2012-section1.pdf#page=206
R10-17T,LEFT TURN YIELD ON FLASHING YELLOW ARROW,Regulatory Signs,LEFT_TURN_YIELD_ON_FLASHING_YELLOW_ARROW_R10-17T.svg,30.0x35.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check",Original PDFs/shsd-2012-section1.pdf#page=207
R10-17a,RIGHT ON RED ARROW AFTER STOP,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/RIGHT_ON_RED_ARROW_AFTER_STOP_R10-17a.svg (was: scale from the drawing's overall width dimension (30.0 in)),Original PDFs/shsd-2012-section1.pdf#page=208
R10-18a,CIRCLE,Regulatory Signs,,,"same code as the base pack: use Federal (MUTCD 2023)/SVGs/TRAFFIC_SIGNAL_PHOTO_ENFORCED_R10-18a.svg (was: size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check)",Original PDFs/shsd-2012-section1.pdf#page=209
R10-20aP,CLSIGN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/SIGN_R10-20aP.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=210
R10-20aP,CLSIGN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/SIGN_R10-20aP.svg (was: scaled from the dimensioned R10-20aP drawing (thumbnail)),Original PDFs/shsd-2012-section1.pdf#page=210
R10-22,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/BICYCLE_DETECTOR_R10-22.svg (was: scale from the drawing's overall width dimension (12.0 in)),Original PDFs/shsd-2012-section1.pdf#page=211
R10-23,CIRCLE,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/CROSSWALK_STOP_ON_RED_R10-23.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=212
R10-24,TEXAS,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/BIKE_PUSH_BUTTON_FOR_GREEN_LIGHT_R10-24.svg (was: scale from the drawing's overall width dimension (9.0 in)),Original PDFs/shsd-2012-section1.pdf#page=213
R10-25,PUSH BUTTON TO TURN ON WARNING LIGHTS (Symbol),Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/PUSH_FOR_WARNING_LIGHTS_WAIT_FOR_GAP_R10-25.svg (was: scale from the drawing's overall width dimension (9.0 in)),Original PDFs/shsd-2012-section1.pdf#page=214
R10-26L,TEXAS,Regulatory Signs,TEXAS_R10-26L.svg,6.0x10.0 in,scale from the drawing's overall width dimension (6.0 in),Original PDFs/shsd-2012-section1.pdf#page=215
R10-26R,TEXAS,Regulatory Signs,TEXAS_R10-26R.svg,6.0x10.0 in,scaled from the dimensioned R10-26L drawing (thumbnail),Original PDFs/shsd-2012-section1.pdf#page=215
R10-27,LEFT TURN YIELD ON FLASHING RED ARROW AFTER STOP,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/LEFT_TURN_YIELD_ON_FLASHING_RED_ARROW_AFTER_STOP_R10-27.svg (was: scale from the drawing's overall width dimension (30.0 in)),Original PDFs/shsd-2012-section1.pdf#page=216
R10-28,ONE VEHICLE PER GREEN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/XX_VEHICLES_PER_GREEN_R10-28.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=217
R10-29,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/XX_VEHICLES_PER_GREEN_EACH_LANE_R10-29.svg (was: scale from the drawing's overall width dimension (36.0 in)),Original PDFs/shsd-2012-section1.pdf#page=218
R10-30,RIGHT TURN ON RED MUST YIELD TO U TURN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/RIGHT_TURN_ON_RED_MUST_YIELD_TO_U_TURN_R10-30.svg (was: scale from the drawing's overall width dimension (30.0 in)),Original PDFs/shsd-2012-section1.pdf#page=219
R10-31P,TEXAS,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/AT_SIGNAL_PLAQUE_R10-31P.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=220
R10-32P,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/PUSH_BUTTON_FOR_2_SECONDS_FOR_EXTRA_CROSSING_TIME_PLAQUE_R10-32P.svg (was: scale from the drawing's overall width dimension (9.0 in)),Original PDFs/shsd-2012-section1.pdf#page=221
R11-1,KEEP OFF MEDIAN,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/KEEP_OFF_MEDIAN_R11-1.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=222
R11-2,ROAD CLOSED,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/ROAD_CLOSED_R11-2.svg (was: scale from the drawing's overall width dimension (48.0 in)),Original PDFs/shsd-2012-section1.pdf#page=223
R11-3a,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/STREET_CLOSED_LOCAL_TRAFFIC_ONLY_R11-3a.svg (was: scale from the drawing's overall width dimension (60.0 in)),Original PDFs/shsd-2012-section1.pdf#page=224
R11-3b,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/BRIDGE_OUT_LOCAL_TRAFFIC_ONLY_R11-3b.svg (was: no dimension of its own; drawn to the same size as R11-3a on the sheet — check),Original PDFs/shsd-2012-section1.pdf#page=224
R11-4,ROAD CLOSED TO THRU TRAFFIC,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/ROAD_CLOSED_TO_THROUGH_TRAFFIC_R11-4.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=225
R11-5aT,HIGH WATER ROAD CLOSED (Folding Sign),Regulatory Signs,HIGH_WATER_ROAD_CLOSED_FOLDING_SIGN_R11-5aT.svg,36.0x24.0 in,scale from the drawing's overall width dimension (36.0 in); 10 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=226
R11-5aT,HIGH WATER ROAD CLOSED (Folding Sign),Regulatory Signs,HIGH_WATER_ROAD_CLOSED_FOLDING_SIGN_YELLOW_R11-5aT.svg,36.0x24.0 in,scaled from the dimensioned R11-5aT drawing (thumbnail); 9 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=226
R11-5bT,HIGH WATER ROAD CLOSED WHEN FLASHING,Regulatory Signs,HIGH_WATER_ROAD_CLOSED_WHEN_FLASHING_R11-5bT.svg,30.0x30.3 in,scale from the drawing's overall width dimension (30.0 in); 22 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=227
R11-5bT,HIGH WATER ROAD CLOSED WHEN FLASHING,Regulatory Signs,HIGH_WATER_ROAD_CLOSED_WHEN_FLASHING_YELLOW_R11-5bT.svg,30.0x18.2 in,scaled from the dimensioned R11-5bT drawing (thumbnail); 9 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=227
R12-1,WEIGHT LIMIT,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/WEIGHT_LIMIT_R12-1.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=228
R12-1T,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-1T.svg,24.0x36.4 in,scale from the drawing's overall width dimension (24.0 in),Original PDFs/shsd-2012-section1.pdf#page=229
R12-2,WEIGHT LIMIT,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/WEIGHT_LIMIT_R12-2.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=230
R12-2bT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-2bT.svg,24.0x36.4 in,scale from the drawing's overall width dimension (24.0 in); 3 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=231
R12-2cT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-2cT.svg,24.0x36.4 in,no dimension of its own; drawn to the same size as R12-2bT on the sheet — check; 3 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=231
R12-3,WEIGHT LIMIT,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/WEIGHT_LIMIT_R12-3.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=232
R12-4,WEIGHT LIMIT,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/WEIGHT_LIMIT_R12-4.svg (was: scale from the drawing's overall width dimension (36.0 in)),Original PDFs/shsd-2012-section1.pdf#page=232
R12-4aT,,Regulatory Signs,SIGN_R12-4aT.svg,24.0x36.4 in,scale from the drawing's overall width dimension (24.0 in); 6 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=233
R12-4bT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-4bT.svg,24.0x42.6 in,scale from the drawing's overall width dimension (24.0 in); 6 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=234
R12-4cT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-4cT.svg,24.0x42.6 in,scale from the drawing's overall width dimension (24.0 in); 6 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=235
R12-6aT,,Regulatory Signs,SIGN_R12-6aT.svg,103.4x36.0 in,scale from the drawing's overall height dimension (36.0 in); 76 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=236
R12-6bT,,Regulatory Signs,SIGN_R12-6bT.svg,97.7x30.0 in,scale from the drawing's overall height dimension (30.0 in); 49 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=236
R12-7aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-7aT.svg,103.4x36.0 in,scale from the drawing's overall height dimension (36.0 in); 57 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=237
R12-7bT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-7bT.svg,39.3x12.1 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in); 49 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=237
R12-8bT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8bT.svg,42.0x48.0 in,scale from the drawing's overall width dimension (42.0 in); 49 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8aT.svg,78.0x10.5 in,scale from the drawing's overall width dimension (78.0 in); 23 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR2_R12-8aT.svg,78.0x8.0 in,scaled from the dimensioned R12-8aT drawing (thumbnail); 18 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR3_R12-8aT.svg,78.0x8.0 in,scaled from the dimensioned R12-8aT drawing (thumbnail); 19 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR4_R12-8aT.svg,78.0x8.7 in,scaled from the dimensioned R12-8aT drawing (thumbnail); 19 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8aT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR5_R12-8aT.svg,78.0x12.7 in,scaled from the dimensioned R12-8aT drawing (thumbnail); 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=238
R12-8dT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8dT.svg,42.0x54.0 in,scale from the drawing's overall width dimension (42.0 in); 56 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=239
R12-8cT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8cT.svg,42.0x48.0 in,scale from the drawing's overall width dimension (42.0 in); 52 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=239
R12-8eT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8eT.svg,42.0x54.0 in,scale from the drawing's overall width dimension (42.0 in); 56 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=240
R12-8fT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8fT.svg,42.0x54.0 in,no dimension of its own; drawn to the same size as R12-8eT on the sheet — check; 58 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=240
R12-8hT,,Regulatory Signs,SIGN_R12-8hT.svg,78.0x12.7 in,scale from the drawing's overall width dimension (78.0 in); 3 smaller detail drawing(s) beside it on the sheet not extracted; 14 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=241
R12-8hT,,Regulatory Signs,SIGN_VAR2_R12-8hT.svg,78.0x3.4 in,scaled from the dimensioned R12-8hT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=241
R12-8hT,,Regulatory Signs,SIGN_VAR3_R12-8hT.svg,78.0x3.4 in,scaled from the dimensioned R12-8hT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=241
R12-8hT,,Regulatory Signs,SIGN_VAR4_R12-8hT.svg,78.0x10.4 in,scaled from the dimensioned R12-8hT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted; 21 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=241
R12-8hT,,Regulatory Signs,SIGN_VAR5_R12-8hT.svg,78.0x13.3 in,scaled from the dimensioned R12-8hT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted; 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=241
R12-8gT,,Regulatory Signs,SIGN_R12-8gT.svg,72.0x12.1 in,scale from the drawing's overall width dimension (72.0 in); 1 smaller detail drawing(s) beside it on the sheet not extracted; 14 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=241
R12-8gT,,Regulatory Signs,SIGN_VAR2_R12-8gT.svg,72.0x12.6 in,scaled from the dimensioned R12-8gT drawing (thumbnail); 1 smaller detail drawing(s) beside it on the sheet not extracted; 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=241
R12-8iT,TEXAS,Regulatory Signs,TEXAS_R12-8iT.svg,72.0x12.2 in,scale from the drawing's overall width dimension (72.0 in); 3 smaller detail drawing(s) beside it on the sheet not extracted; 14 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8iT,TEXAS,Regulatory Signs,TEXAS_VAR2_R12-8iT.svg,72.0x3.2 in,scaled from the dimensioned R12-8iT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=242
R12-8iT,TEXAS,Regulatory Signs,TEXAS_VAR3_R12-8iT.svg,72.0x3.2 in,scaled from the dimensioned R12-8iT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=242
R12-8iT,TEXAS,Regulatory Signs,TEXAS_VAR4_R12-8iT.svg,72.0x10.0 in,scaled from the dimensioned R12-8iT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted; 19 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8iT,TEXAS,Regulatory Signs,TEXAS_VAR5_R12-8iT.svg,72.0x12.8 in,scaled from the dimensioned R12-8iT drawing (thumbnail); 3 smaller detail drawing(s) beside it on the sheet not extracted; 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_R12-8jT.svg,15.7x4.0 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in); 2 smaller detail drawing(s) beside it on the sheet not extracted; 8 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_VAR2_R12-8jT.svg,72.0x3.3 in,no dimension of its own; drawn to the same size as R12-8iT on the sheet — check; 2 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_VAR3_R12-8jT.svg,72.0x9.0 in,scaled from the dimensioned R12-8jT drawing (thumbnail); 2 smaller detail drawing(s) beside it on the sheet not extracted; 19 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_VAR4_R12-8jT.svg,72.0x3.2 in,scaled from the dimensioned R12-8jT drawing (thumbnail); 2 smaller detail drawing(s) beside it on the sheet not extracted,Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_VAR5_R12-8jT.svg,72.0x10.0 in,scaled from the dimensioned R12-8jT drawing (thumbnail); 2 smaller detail drawing(s) beside it on the sheet not extracted; 19 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8jT,TEXAS,Regulatory Signs,TEXAS_VAR6_R12-8jT.svg,72.0x12.8 in,scaled from the dimensioned R12-8jT drawing (thumbnail); 2 smaller detail drawing(s) beside it on the sheet not extracted; 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=242
R12-8mT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8mT.svg,42.0x36.9 in,scale from the drawing's overall width dimension (42.0 in); 37 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=243
R12-8kT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_R12-8kT.svg,90.0x11.6 in,scale from the drawing's overall width dimension (90.0 in); 27 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=243
R12-8kT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR2_R12-8kT.svg,90.0x9.0 in,scaled from the dimensioned R12-8kT drawing (thumbnail); 28 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=243
R12-8kT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR3_R12-8kT.svg,90.0x9.5 in,scaled from the dimensioned R12-8kT drawing (thumbnail); 28 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=243
R12-8kT,WEIGHT LIMIT,Regulatory Signs,WEIGHT_LIMIT_VAR4_R12-8kT.svg,90.0x11.9 in,scaled from the dimensioned R12-8kT drawing (thumbnail); 11 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=243
R12-8nT,,Regulatory Signs,SIGN_R12-8nT.svg,54.0x10.3 in,scale from the drawing's overall width dimension (54.0 in); 14 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=244
R12-8nT,,Regulatory Signs,SIGN_VAR2_R12-8nT.svg,54.0x8.0 in,scaled from the dimensioned R12-8nT drawing (thumbnail); 15 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=244
R12-8nT,,Regulatory Signs,SIGN_VAR3_R12-8nT.svg,54.0x8.5 in,scaled from the dimensioned R12-8nT drawing (thumbnail); 13 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=244
R12-8nT,,Regulatory Signs,SIGN_VAR4_R12-8nT.svg,54.0x27.2 in,scaled from the dimensioned R12-8nT drawing (thumbnail); 27 legend glyph(s) outlined from the sheet's embedded font(s),Original PDFs/shsd-2012-section1.pdf#page=244
R12-9T,,Regulatory Signs,SIGN_R12-9T.svg,24.0x36.4 in,scale from the drawing's overall width dimension (24.0 in),Original PDFs/shsd-2012-section1.pdf#page=245
R12-9aT,TEXAS,Regulatory Signs,TEXAS_R12-9aT.svg,48.0x60.4 in,scale from the drawing's overall width dimension (48.0 in),Original PDFs/shsd-2012-section1.pdf#page=246
R13-1T,ALL COMMERCIAL VEH &  BUSES NEXT RIGHT WHEN FLASHING,Regulatory Signs,ALL_COMMERCIAL_VEH_BUSES_NEXT_RIGHT_WHEN_FLASHING_R13-1T.svg,96.0x48.0 in,"size 96 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check; 48 legend glyph(s) outlined from the sheet's embedded font(s)",Original PDFs/shsd-2012-section1.pdf#page=247
R13-1TPR,ALL TRUCKS NEXT RIGHT,Regulatory Signs,ALL_TRUCKS_NEXT_RIGHT_R13-1TPR.svg,72.0x29.1 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check",Original PDFs/shsd-2012-section1.pdf#page=248
R13-1TPL,ALL TRUCKS NEXT LEFT,Regulatory Signs,ALL_TRUCKS_NEXT_LEFT_R13-1TPL.svg,72.0x30.0 in,"size 72 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check",Original PDFs/shsd-2012-section1.pdf#page=248
R13-1aT,ALL TRUCKS MUST STOP AHEAD,Regulatory Signs,ALL_TRUCKS_MUST_STOP_AHEAD_R13-1aT.svg,48.5x18.0 in,scale from the drawing's overall height dimension (18.0 in),Original PDFs/shsd-2012-section1.pdf#page=249
R13-1aT,ALL TRUCKS MUST STOP AHEAD,Regulatory Signs,ALL_TRUCKS_MUST_STOP_AHEAD_VAR2_R13-1aT.svg,48.5x18.0 in,scaled from the dimensioned R13-1aT drawing (thumbnail),Original PDFs/shsd-2012-section1.pdf#page=249
R13-1bT,TRUCKS-BUSES MUST STOP AHEAD,Regulatory Signs,TRUCKS_BUSES_MUST_STOP_AHEAD_R13-1bT.svg,60.9x18.0 in,scale from the drawing's overall height dimension (18.0 in),Original PDFs/shsd-2012-section1.pdf#page=250
R13-1bT,TRUCKS-BUSES MUST STOP AHEAD,Regulatory Signs,TRUCKS_BUSES_MUST_STOP_AHEAD_VAR2_R13-1bT.svg,60.9x18.0 in,scaled from the dimensioned R13-1bT drawing (thumbnail),Original PDFs/shsd-2012-section1.pdf#page=250
R13-1cT,ALL TRUCKS NEXT RIGHT WHEN FLASHING,Regulatory Signs,ALL_TRUCKS_NEXT_RIGHT_WHEN_FLASHING_R13-1cT.svg,48.0x36.9 in,"size 48 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check",Original PDFs/shsd-2012-section1.pdf#page=251
R13-2T,ALL VEHICLES MUST STOP AHEAD WHEN FLASHING,Regulatory Signs,ALL_VEHICLES_MUST_STOP_AHEAD_WHEN_FLASHING_R13-2T.svg,90.0x71.3 in,scale from the drawing's overall width dimension (90.0 in),Original PDFs/shsd-2012-section1.pdf#page=252
R13-3T,USE LOW BEAMS,Regulatory Signs,USE_LOW_BEAMS_R13-3T.svg,60.0x30.0 in,scale from the drawing's overall width dimension (60.0 in),Original PDFs/shsd-2012-section1.pdf#page=252
R13-7T,LIVESTOCK POULTRY - EXOTICS INSPECTION STATION NEXT RIGHT,Regulatory Signs,LIVESTOCK_POULTRY_EXOTICS_INSPECTION_STATION_NEXT_RIGHT_R13-7T.svg,216.0x93.8 in,scale from the drawing's overall width dimension (216.0 in),Original PDFs/shsd-2012-section1.pdf#page=253
R13-7aTP,OPEN STATION,Regulatory Signs,OPEN_STATION_R13-7aTP.svg,49.2x18.0 in,scale from the drawing's overall height dimension (18.0 in),Original PDFs/shsd-2012-section1.pdf#page=253
R13-7aTP,OPEN STATION,Regulatory Signs,OPEN_STATION_VAR2_R13-7aTP.svg,49.2x36.9 in,scaled from the dimensioned R13-7aTP drawing (thumbnail),Original PDFs/shsd-2012-section1.pdf#page=253
R14-1,TRUCK ROUTE,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/TRUCK_ROUTE_R14-1.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=254
R14-2,TEXAS,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/HAZARDOUS_MATERIAL_ROUTE_R14-2.svg (was: size 24 in: conventional-road row for R14-2 in the 2004/2012 sheets (2024 table has no marker)),Original PDFs/shsd-2012-section1.pdf#page=255
R14-3,TEXAS,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/HAZARDOUS_MATERIAL_PROHIBITION_R14-3.svg (was: size 24 in: conventional-road row for R14-3 in the 2004/2012 sheets (2024 table has no marker)),Original PDFs/shsd-2012-section1.pdf#page=256
R14-6T,TEXAS,Regulatory Signs,TEXAS_R14-6T.svg,216.0x93.7 in,scale from the drawing's overall width dimension (216.0 in),Original PDFs/shsd-2012-section1.pdf#page=257
R15-4,,Regulatory Signs,SIGN_R15-4.svg,24.0x11.5 in,scale from the drawing's overall width dimension (24.0 in),Original PDFs/shsd-2012-section1.pdf#page=259
R15-3P,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/EXEMPT_PLAQUE_R15-3P.svg (was: no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)),Original PDFs/shsd-2012-section1.pdf#page=259
R15-3P,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/EXEMPT_PLAQUE_R15-3P.svg (was: scale from the drawing's overall width dimension (24.0 in)),Original PDFs/shsd-2012-section1.pdf#page=259
R15-3P,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/EXEMPT_PLAQUE_R15-3P.svg (was: scaled from the dimensioned R15-3P drawing (thumbnail)),Original PDFs/shsd-2012-section1.pdf#page=259
R15-3P,,Regulatory Signs,,,same code as the base pack: use Federal (MUTCD 2023)/SVGs/EXEMPT_PLAQUE_R15-3P.svg (was: scaled from the dimensioned R15-3P drawing (thumbnail)),Original PDFs/shsd-2012-section1.pdf#page=259
