code,name,family,file,size,source,notes
A19,Risque de chutes de pierres,A Danger,A Danger/RISQUE_DE_CHUTES_DE_PIERRES_A19.svg,950x824 mm,Panneaux_A/A19.svg,drawn 190.1x164.7 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from Wikipedia
A1a,Virage à droite,A Danger,A Danger/VIRAGE_A_DROITE_A1a.svg,950x824 mm,Panneaux_A/A1a.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A1b,Virage à gauche,A Danger,A Danger/VIRAGE_A_GAUCHE_A1b.svg,950x824 mm,Panneaux_A/A1b.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A1c,Succession de virages,A Danger,A Danger/SUCCESSION_DE_VIRAGES_A1c.svg,950x824 mm,Panneaux_A/A1c.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A1d,Succession de virages,A Danger,A Danger/SUCCESSION_DE_VIRAGES_A1d.svg,950x824 mm,Panneaux_A/A1d.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A20,Débouché sur un quai ou une berge,A Danger,A Danger/DEBOUCHE_SUR_UN_QUAI_OU_UNE_BERGE_A20.svg,950x824 mm,Panneaux_A/A20.svg,drawn 190.1x164.7 mm at 1:5; 6 stroked path(s) outlined with Inkscape; name from Wikipedia
A21,Débouché de cyclistes,A Danger,A Danger/DEBOUCHE_DE_CYCLISTES_A21.svg,950x824 mm,Panneaux_A/A21.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A23,Traversée d'une aire de danger aérien,A Danger,A Danger/TRAVERSEE_D_UNE_AIRE_DE_DANGER_AERIEN_A23.svg,950x824 mm,Panneaux_A/A23.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A24,Vent latéral,A Danger,A Danger/VENT_LATERAL_A24.svg,950x824 mm,Panneaux_A/A24.svg,drawn 190.1x164.7 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from Wikipedia
A2a,Cassis ou dos d'âne,A Danger,A Danger/CASSIS_OU_DOS_D_ANE_A2a.svg,950x824 mm,Panneaux_A/A2a.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A2b,Ralentisseur de type dos-d'âne,A Danger,A Danger/RALENTISSEUR_DE_TYPE_DOS_D_ANE_A2b.svg,950x824 mm,Panneaux_A/A2b.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
A3,Chaussée rétrécie,A Danger,A Danger/CHAUSSEE_RETRECIE_A3.svg,950x824 mm,Panneaux_A/A3.svg,drawn 190.1x164.7 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from Wikipedia
A3a,Chaussée rétrécie par la droite,A Danger,A Danger/CHAUSSEE_RETRECIE_PAR_LA_DROITE_A3a.svg,950x824 mm,Panneaux_A/A3a.svg,drawn 190.1x164.7 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from Wikipedia
A3b,Chaussée rétrécie par la gauche,A Danger,A Danger/CHAUSSEE_RETRECIE_PAR_LA_GAUCHE_A3b.svg,950x824 mm,Panneaux_A/A3b.svg,drawn 190.1x164.7 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from Wikipedia
A4,Chaussée glissante,A Danger,A Danger/CHAUSSEE_GLISSANTE_A4.svg,950x824 mm,Panneaux_A/A4.svg,drawn 190.1x164.7 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from Wikipedia
A6,Pont mobile,A Danger,A Danger/PONT_MOBILE_A6.svg,950x824 mm,Panneaux_A/A6.svg,drawn 190.1x164.7 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from Wikipedia
A7,Passage à niveau muni de barrières,A Danger,A Danger/PASSAGE_A_NIVEAU_MUNI_DE_BARRIERES_A7.svg,950x824 mm,Panneaux_A/A7.svg,drawn 190.1x164.7 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from Wikipedia
A8,Passage à niveau sans barrière,A Danger,A Danger/PASSAGE_A_NIVEAU_SANS_BARRIERE_A8.svg,950x824 mm,Panneaux_A/A8.svg,drawn 190.1x164.7 mm at 1:5; 4 stroked path(s) outlined with Inkscape; name from Wikipedia
A9,Panneau de danger,A Danger,A Danger/PANNEAU_DE_DANGER_A9.svg,950x824 mm,Panneaux_A/A9.svg,drawn 190.0x164.7 mm at 1:5; 11 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
auou,Panneau de danger,A Danger,A Danger/PANNEAU_DE_DANGER_auou.svg,950x824 mm,Panneaux_A/auou.svg,drawn 190.1x164.7 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
AB1,Priorité à droite,AB Intersections et priorite,AB Intersections et priorite/PRIORITE_A_DROITE_AB1.svg,950x824 mm,Panneaux_AB/AB1.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
AB2,Priorité ponctuelle,AB Intersections et priorite,AB Intersections et priorite/PRIORITE_PONCTUELLE_AB2.svg,950x824 mm,Panneaux_AB/AB2.svg,drawn 190.1x164.7 mm at 1:5; name from Wikipedia
AB25,Signalisation avancée d'un carrefour à sens giratoire avec priorité aux usagers circulant dans l'anneau,AB Intersections et priorite,AB Intersections et priorite/SIGNALISATION_AVANCEE_D_UN_CARREFOUR_A_SENS_GIRATOIRE_AVEC_AB25.svg,950x824 mm,Panneaux_AB/AB25.svg,drawn 190.1x164.7 mm at 1:5; 3 stroked path(s) outlined with Inkscape; name from Wikipedia
AB3a,Cédez le passage,AB Intersections et priorite,AB Intersections et priorite/CEDEZ_LE_PASSAGE_AB3a.svg,950x1015 mm,Panneaux_AB/AB3a.svg,drawn 190.1x203.0 mm at 1:5; 10 stroked path(s) outlined with Inkscape; name from Wikipedia
AB3b,Signal avancé cédez-le-passage,AB Intersections et priorite,AB Intersections et priorite/SIGNAL_AVANCE_CEDEZ_LE_PASSAGE_AB3b.svg,950x1015 mm,Panneaux_AB/AB3b.svg,drawn 190.1x203.0 mm at 1:5; 5 stroked path(s) outlined with Inkscape; name from Wikipedia
AB4,Stop,AB Intersections et priorite,AB Intersections et priorite/STOP_AB4.svg,800x800 mm,Panneaux_AB/AB4.svg,drawn 160.0x160.1 mm at 1:5; name from Wikipedia
AB5,Signal avancé stop,AB Intersections et priorite,AB Intersections et priorite/SIGNAL_AVANCE_STOP_AB5.svg,475x657 mm,Panneaux_AB/AB5.svg,drawn 95.0x131.4 mm at 1:5; 11 stroked path(s) outlined with Inkscape; name from Wikipedia
AB6,Route à caractère prioritaire,AB Intersections et priorite,AB Intersections et priorite/ROUTE_A_CARACTERE_PRIORITAIRE_AB6.svg,967x967 mm,Panneaux_AB/AB6.svg,drawn 193.3x193.3 mm at 1:5; name from Wikipedia
AB7,Fin du caractère prioritaire d'une route,AB Intersections et priorite,AB Intersections et priorite/FIN_DU_CARACTERE_PRIORITAIRE_D_UNE_ROUTE_AB7.svg,967x967 mm,Panneaux_AB/AB7.svg,drawn 193.3x193.3 mm at 1:5; name from Wikipedia
B31,Fin de toutes interdictions précédemment signalées et imposées aux,B Prescription,B Prescription/FIN_DE_TOUTES_INTERDICTIONS_PRECEDEMMENT_SIGNALEES_ET_B31.svg,850x850 mm,Panneaux_B/Fin_interdiction/B31.svg,"drawn 170.0x170.0 mm at 1:5; 2 stroked path(s) outlined with Inkscape; name from IISR 4e partie, article 68-1 heading"
B33_110,Fin de limitation de vitesse,B Prescription,B Prescription/FIN_DE_LIMITATION_DE_VITESSE_B33_110.svg,858x858 mm,Panneaux_B/Fin_interdiction/B33_110.svg,"drawn 171.6x171.6 mm at 1:5; name from IISR 4e partie, article 68-2 heading"
B33_30,Fin de limitation de vitesse,B Prescription,B Prescription/FIN_DE_LIMITATION_DE_VITESSE_B33_30.svg,858x858 mm,Panneaux_B/Fin_interdiction/B33_30.svg,"drawn 171.6x171.6 mm at 1:5; name from IISR 4e partie, article 68-2 heading"
B33_50,Fin de limitation de vitesse,B Prescription,B Prescription/FIN_DE_LIMITATION_DE_VITESSE_B33_50.svg,858x858 mm,Panneaux_B/Fin_interdiction/B33_50.svg,"drawn 171.6x171.6 mm at 1:5; name from IISR 4e partie, article 68-2 heading"
B33_70,Fin de limitation de vitesse,B Prescription,B Prescription/FIN_DE_LIMITATION_DE_VITESSE_B33_70.svg,858x858 mm,Panneaux_B/Fin_interdiction/B33_70.svg,"drawn 171.6x171.6 mm at 1:5; name from IISR 4e partie, article 68-2 heading"
B33_90,Fin de limitation de vitesse,B Prescription,B Prescription/FIN_DE_LIMITATION_DE_VITESSE_B33_90.svg,858x858 mm,Panneaux_B/Fin_interdiction/B33_90.svg,"drawn 171.6x171.6 mm at 1:5; name from IISR 4e partie, article 68-2 heading"
B34,Fin d'interdiction de dépasser,B Prescription,B Prescription/FIN_D_INTERDICTION_DE_DEPASSER_B34.svg,850x850 mm,Panneaux_B/Fin_interdiction/B34.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 68-3 heading"
B34a,Fin d'interdiction de dépasser,B Prescription,B Prescription/FIN_D_INTERDICTION_DE_DEPASSER_B34a.svg,850x850 mm,Panneaux_B/Fin_interdiction/B34a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 68-3 heading"
B35,Fin d'interdiction de l'usage des signaux sonores,B Prescription,B Prescription/FIN_D_INTERDICTION_DE_L_USAGE_DES_SIGNAUX_SONORES_B35.svg,850x850 mm,Panneaux_B/Fin_interdiction/B35.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 68-4 heading"
B39,Fin d'interdiction de l'usage des signaux sonores,B Prescription,B Prescription/FIN_D_INTERDICTION_DE_L_USAGE_DES_SIGNAUX_SONORES_B39.svg,850x850 mm,Panneaux_B/Fin_interdiction/B39.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 68-4 heading"
B40,Fin de piste cyclable obligatoire,B Prescription,B Prescription/FIN_DE_PISTE_CYCLABLE_OBLIGATOIRE_B40.svg,850x850 mm,Panneaux_B/Fin_obligation/B40.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B41,Fin de chemin obligatoire pour piétons,B Prescription,B Prescription/FIN_DE_CHEMIN_OBLIGATOIRE_POUR_PIETONS_B41.svg,850x850 mm,Panneaux_B/Fin_obligation/B41.svg,drawn 170.0x170.0 mm at 1:5; 4 stroked path(s) outlined with Inkscape; name from IISR 4e partie
B42,Fin de chemin obligatoire pour cavaliers,B Prescription,B Prescription/FIN_DE_CHEMIN_OBLIGATOIRE_POUR_CAVALIERS_B42.svg,850x850 mm,Panneaux_B/Fin_obligation/B42.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B43,Fin de vitesse minimale obligatoire,B Prescription,B Prescription/FIN_DE_VITESSE_MINIMALE_OBLIGATOIRE_B43.svg,850x850 mm,Panneaux_B/Fin_obligation/B43.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B44,Fin de l'obligation de l'usage de chaînes à neige,B Prescription,B Prescription/FIN_DE_L_OBLIGATION_DE_L_USAGE_DE_CHAINES_A_NEIGE_B44.svg,850x850 mm,Panneaux_B/Fin_obligation/B44.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B45a,Fin de voie réservée aux véhicules de transports en commun,B Prescription,B Prescription/FIN_DE_VOIE_RESERVEE_AUX_VEHICULES_DE_TRANSPORTS_EN_COMMUN_B45a.svg,850x850 mm,Panneaux_B/Fin_obligation/B45a.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B45b,Fin de voie réservée aux véhicules de transports en commun,B Prescription,B Prescription/FIN_DE_VOIE_RESERVEE_AUX_VEHICULES_DE_TRANSPORTS_EN_COMMUN_B45b.svg,850x850 mm,Panneaux_B/Fin_obligation/B45b.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B49_ex1,Autre fin d'obligation,B Prescription,B Prescription/AUTRE_FIN_D_OBLIGATION_B49_ex1.svg,850x850 mm,Panneaux_B/Fin_obligation/B49_ex1.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B49_ex2,Autre fin d'obligation,B Prescription,B Prescription/AUTRE_FIN_D_OBLIGATION_B49_ex2.svg,850x850 mm,Panneaux_B/Fin_obligation/B49_ex2.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B3,Interdiction de dépasser,B Prescription,B Prescription/INTERDICTION_DE_DEPASSER_B3.svg,850x850 mm,Panneaux_B/Interdiction/B3.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 52 heading"
B3a,Interdiction de dépasser,B Prescription,B Prescription/INTERDICTION_DE_DEPASSER_B3a.svg,850x850 mm,Panneaux_B/Interdiction/B3a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 52 heading"
B4,"Douane, arrêt",B Prescription,B Prescription/DOUANE_ARRET_B4.svg,850x850 mm,Panneaux_B/Interdiction/B4.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 53 heading"
B5c,"Gendarmerie, police ou péage, arrêt",B Prescription,B Prescription/GENDARMERIE_POLICE_OU_PEAGE_ARRET_B5c.svg,862x858 mm,Panneaux_B/Interdiction/B5c.svg,"drawn 172.5x171.6 mm at 1:5; name from IISR 4e partie, article 54 heading"
B6a1,Stationnement interdit ou réglementé,B Prescription,B Prescription/STATIONNEMENT_INTERDIT_OU_REGLEMENTE_B6a1.svg,850x850 mm,Panneaux_B/Interdiction/B6a1.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 55 heading"
B6a2,Stationnement interdit ou réglementé,B Prescription,B Prescription/STATIONNEMENT_INTERDIT_OU_REGLEMENTE_B6a2.svg,850x850 mm,Panneaux_B/Interdiction/B6a2.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 55 heading"
B6a3,Stationnement interdit ou réglementé,B Prescription,B Prescription/STATIONNEMENT_INTERDIT_OU_REGLEMENTE_B6a3.svg,850x850 mm,Panneaux_B/Interdiction/B6a3.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 55 heading"
B6d,Arrêt et stationnement interdits ou réglementés,B Prescription,B Prescription/ARRET_ET_STATIONNEMENT_INTERDITS_OU_REGLEMENTES_B6d.svg,850x850 mm,Panneaux_B/Interdiction/B6d.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 55-3 heading"
B7a,Accès interdit aux véhicules à moteur sauf les cyclomoteurs,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_A_MOTEUR_SAUF_LES_CYCLOMOTEURS_B7a.svg,850x850 mm,Panneaux_B/Interdiction/B7a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 56 heading"
B7b,Accès interdit à tous véhicules à moteur,B Prescription,B Prescription/ACCES_INTERDIT_A_TOUS_VEHICULES_A_MOTEUR_B7b.svg,850x850 mm,Panneaux_B/Interdiction/B7b.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 56-1 heading"
B8,Accès interdit aux véhicules affectés au transport de marchandises,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_AFFECTES_AU_TRANSPORT_DE_B8.svg,850x850 mm,Panneaux_B/Interdiction/B8.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 57 heading"
B9a,Accès interdit aux piétons,B Prescription,B Prescription/ACCES_INTERDIT_AUX_PIETONS_B9a.svg,850x850 mm,Panneaux_B/Interdiction/B9a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58 heading"
B9b,Accès interdit aux cycles,B Prescription,B Prescription/ACCES_INTERDIT_AUX_CYCLES_B9b.svg,850x850 mm,Panneaux_B/Interdiction/B9b.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-1 heading"
B9c,Accès interdit aux véhicules à traction animale,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_A_TRACTION_ANIMALE_B9c.svg,850x850 mm,Panneaux_B/Interdiction/B9c.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-2 heading"
B9d,Accès interdit aux véhicules agricoles à moteur,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_AGRICOLES_A_MOTEUR_B9d.svg,850x850 mm,Panneaux_B/Interdiction/B9d.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-3 heading"
B9e,Accès interdit aux charrettes à bras,B Prescription,B Prescription/ACCES_INTERDIT_AUX_CHARRETTES_A_BRAS_B9e.svg,850x850 mm,Panneaux_B/Interdiction/B9e.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-4 heading"
B9f,Accès interdit aux véhicules de transport en commun,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_DE_TRANSPORT_EN_COMMUN_B9f.svg,850x850 mm,Panneaux_B/Interdiction/B9f.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-5 heading"
B9g,Accès interdit aux cyclomoteurs,B Prescription,B Prescription/ACCES_INTERDIT_AUX_CYCLOMOTEURS_B9g.svg,850x850 mm,Panneaux_B/Interdiction/B9g.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 58-6 heading"
B9h,Accès interdit aux cyclomoteurs,B Prescription,B Prescription/ACCES_INTERDIT_AUX_CYCLOMOTEURS_B9h.svg,846x846 mm,Panneaux_B/Interdiction/B9h.svg,"drawn 169.1x169.1 mm at 1:5; name from IISR 4e partie, article 58-6 heading"
B9i,Accès interdit aux véhicules tractant une caravane ou une remorque,B Prescription,B Prescription/ACCES_INTERDIT_AUX_VEHICULES_TRACTANT_UNE_CARAVANE_OU_UNE_B9i.svg,846x846 mm,Panneaux_B/Interdiction/B9i.svg,"drawn 169.1x169.1 mm at 1:5; name from IISR 4e partie, article 58-8 heading"
B21-1,Obligation de tourner à droite avant le panneau,B Prescription,B Prescription/OBLIGATION_DE_TOURNER_A_DROITE_AVANT_LE_PANNEAU_B21-1.svg,850x850 mm,Panneaux_B/Obligation/B21-1.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21-2,Obligation de tourner à gauche avant le panneau,B Prescription,B Prescription/OBLIGATION_DE_TOURNER_A_GAUCHE_AVANT_LE_PANNEAU_B21-2.svg,850x850 mm,Panneaux_B/Obligation/B21-2.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21a1,Contournement obligatoire par la droite,B Prescription,B Prescription/CONTOURNEMENT_OBLIGATOIRE_PAR_LA_DROITE_B21a1.svg,850x850 mm,Panneaux_B/Obligation/B21a1.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21a2,Contournement obligatoire par la gauche,B Prescription,B Prescription/CONTOURNEMENT_OBLIGATOIRE_PAR_LA_GAUCHE_B21a2.svg,850x850 mm,Panneaux_B/Obligation/B21a2.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21b,Direction obligatoire à la prochaine intersection : tout droit,B Prescription,B Prescription/DIRECTION_OBLIGATOIRE_A_LA_PROCHAINE_INTERSECTION_TOUT_DROIT_B21b.svg,850x850 mm,Panneaux_B/Obligation/B21b.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21c1,Direction obligatoire à la prochaine intersection : à droite,B Prescription,B Prescription/DIRECTION_OBLIGATOIRE_A_LA_PROCHAINE_INTERSECTION_A_DROITE_B21c1.svg,850x850 mm,Panneaux_B/Obligation/B21c1.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21c2,Direction obligatoire à la prochaine intersection : à gauche,B Prescription,B Prescription/DIRECTION_OBLIGATOIRE_A_LA_PROCHAINE_INTERSECTION_A_GAUCHE_B21c2.svg,850x850 mm,Panneaux_B/Obligation/B21c2.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21d1,Directions obligatoires à la prochaine intersection : tout droit ou à droite,B Prescription,B Prescription/DIRECTIONS_OBLIGATOIRES_A_LA_PROCHAINE_INTERSECTION_TOUT_B21d1.svg,850x850 mm,Panneaux_B/Obligation/B21d1.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21d2,Directions obligatoires à la prochaine intersection : tout droit ou à gauche,B Prescription,B Prescription/DIRECTIONS_OBLIGATOIRES_A_LA_PROCHAINE_INTERSECTION_TOUT_B21d2.svg,850x850 mm,Panneaux_B/Obligation/B21d2.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B21e,Directions obligatoires à la prochaine intersection : à droite ou à gauche,B Prescription,B Prescription/DIRECTIONS_OBLIGATOIRES_A_LA_PROCHAINE_INTERSECTION_A_B21e.svg,850x850 mm,Panneaux_B/Obligation/B21e.svg,drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie
B22a,Piste ou bande cyclable obligatoire,B Prescription,B Prescription/PISTE_OU_BANDE_CYCLABLE_OBLIGATOIRE_B22a.svg,850x850 mm,Panneaux_B/Obligation/B22a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 66 heading"
B22b,Chemin pour piétons obligatoire,B Prescription,B Prescription/CHEMIN_POUR_PIETONS_OBLIGATOIRE_B22b.svg,850x850 mm,Panneaux_B/Obligation/B22b.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 66-1 heading"
B22c,Chemin pour cavaliers obligatoire,B Prescription,B Prescription/CHEMIN_POUR_CAVALIERS_OBLIGATOIRE_B22c.svg,850x850 mm,Panneaux_B/Obligation/B22c.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 66-2 heading"
B25-30,Vitesse minimale obligatoire,B Prescription,B Prescription/VITESSE_MINIMALE_OBLIGATOIRE_B25-30.svg,850x850 mm,Panneaux_B/Obligation/B25-30.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67 heading"
B25-50,Vitesse minimale obligatoire,B Prescription,B Prescription/VITESSE_MINIMALE_OBLIGATOIRE_B25-50.svg,850x850 mm,Panneaux_B/Obligation/B25-50.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67 heading"
B26,Chaînes à neige obligatoires,B Prescription,B Prescription/CHAINES_A_NEIGE_OBLIGATOIRES_B26.svg,850x850 mm,Panneaux_B/Obligation/B26.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67-1 heading"
B27a,Voie réservée aux véhicules de transports en commun,B Prescription,B Prescription/VOIE_RESERVEE_AUX_VEHICULES_DE_TRANSPORTS_EN_COMMUN_B27a.svg,850x850 mm,Panneaux_B/Obligation/B27a.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67-2 heading"
B27b,Voie réservée aux véhicules de transports en commun,B Prescription,B Prescription/VOIE_RESERVEE_AUX_VEHICULES_DE_TRANSPORTS_EN_COMMUN_B27b.svg,850x850 mm,Panneaux_B/Obligation/B27b.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67-2 heading"
B29_ex1,Voie réservée aux véhicules lents,B Prescription,B Prescription/VOIE_RESERVEE_AUX_VEHICULES_LENTS_B29_ex1.svg,850x850 mm,Panneaux_B/Obligation/B29_ex1.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67-3 heading"
B29_ex2,Voie réservée aux véhicules lents,B Prescription,B Prescription/VOIE_RESERVEE_AUX_VEHICULES_LENTS_B29_ex2.svg,850x850 mm,Panneaux_B/Obligation/B29_ex2.svg,"drawn 170.0x170.0 mm at 1:5; name from IISR 4e partie, article 67-3 heading"
B50b,Sortie de zone à stationnement unilatéral à alternance semi-mensuelle,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_UNILATERAL_A_ALTERNANCE_SEMI_B50b.svg,700x700 mm,Panneaux_B/Prescription_zonale/B50b.svg,drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie
B50c,Sortie de zone à stationnement de durée limitée avec contrôle par disque,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_DE_DUREE_LIMITEE_AVEC_B50c.svg,709x711 mm,Panneaux_B/Prescription_zonale/B50c.svg,drawn 141.7x142.2 mm at 1:5; name from IISR 4e partie
B50c_ancien,Sortie de zone à stationnement de durée limitée avec contrôle par disque,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_DE_DUREE_LIMITEE_AVEC_B50c_ancien.svg,709x711 mm,Panneaux_B/Prescription_zonale/B50c_ancien.svg,drawn 141.7x142.2 mm at 1:5; name from IISR 4e partie
B50d,Sortie de zone à stationnement payant,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_PAYANT_B50d.svg,700x700 mm,Panneaux_B/Prescription_zonale/B50d.svg,drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie
B50e,Sortie de zone à stationnement unilatéral à alternance semi-mensuelle et à durée limitée avec contrôle par disque,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_UNILATERAL_A_ALTERNANCE_SEMI_B50e.svg,709x713 mm,Panneaux_B/Prescription_zonale/B50e.svg,drawn 141.7x142.6 mm at 1:5; name from IISR 4e partie
B50e_ancien,Sortie de zone à stationnement unilatéral à alternance semi-mensuelle et à durée limitée avec contrôle par disque,B Prescription,B Prescription/SORTIE_DE_ZONE_A_STATIONNEMENT_UNILATERAL_A_ALTERNANCE_SEMI_B50e_ancien.svg,709x713 mm,Panneaux_B/Prescription_zonale/B50e_ancien.svg,drawn 141.7x142.6 mm at 1:5; name from IISR 4e partie
B51,Sortie de zone à vitesse limitée à 30 km/h,B Prescription,B Prescription/SORTIE_DE_ZONE_A_VITESSE_LIMITEE_A_30_KM_H_B51.svg,700x900 mm,Panneaux_B/Prescription_zonale/B51.svg,drawn 140.0x180.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 4e partie
B52,Zone « 30,B Prescription,B Prescription/ZONE_30_B52.svg,699x699 mm,Panneaux_B/Prescription_zonale/B52.svg,"drawn 139.8x139.8 mm at 1:5; name from IISR 4e partie, article 63-1 heading"
B53,Sortie de zone de rencontre,B Prescription,B Prescription/SORTIE_DE_ZONE_DE_RENCONTRE_B53.svg,699x699 mm,Panneaux_B/Prescription_zonale/B53.svg,drawn 139.8x139.8 mm at 1:5; name from IISR 4e partie
B54,"S'il existe dans une rue une limitation de vitesse différente de la réglementation générale dans l'agglomération, la vitesse correspondante doit être signalée à tous les usagers abordant cette rue par",B Prescription,B Prescription/S_IL_EXISTE_DANS_UNE_RUE_UNE_LIMITATION_DE_VITESSE_B54.svg,700x700 mm,Panneaux_B/Prescription_zonale/B54.svg,drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie
B55,Sortie d'aire piétonne,B Prescription,B Prescription/SORTIE_D_AIRE_PIETONNE_B55.svg,700x700 mm,Panneaux_B/Prescription_zonale/B55.svg,drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie
B6b1,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b1.svg,700x700 mm,Panneaux_B/Prescription_zonale/B6b1.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
B6b2,Dispositions complémentaires concernant le stationnement,B Prescription,B Prescription/DISPOSITIONS_COMPLEMENTAIRES_CONCERNANT_LE_STATIONNEMENT_B6b2.svg,700x700 mm,Panneaux_B/Prescription_zonale/B6b2.svg,"drawn 140.0x140.0 mm at 1:5; name from IISR 4e partie, article 55-1 heading"
