code,name,family,file,size,notes,source
R1-4n,Traffic Signal Stop,Regulatory Signs,TRAFFIC_SIGNAL_STOP_R1-4n.svg,450x451 mm,size from the sheet's 450 x 450 figure; triangulated CAD export unioned; NSW-only code,Original PDFs/r1-4n.pdf
R2-20,Left Turn On Red Permitted After Stopping,Regulatory Signs,LEFT_TURN_ON_RED_PERMITTED_AFTER_STOPPING_R2-20.svg,450x802 mm,size from the sheet's 450 x 800 figure; code also in the national AS 1743 set,Original PDFs/r2-20.pdf
R3-5(R),Pedestrians May Cross Diagonally (Right),Regulatory Signs,PEDESTRIANS_MAY_CROSS_DIAGONALLY_RIGHT_R3-5(R).svg,300x401 mm,size from the sheet's 300 x 400 figure; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/r3-5_r.pdf
R3-5(L),Pedestrians May Cross Diagonally (Left),Regulatory Signs,PEDESTRIANS_MAY_CROSS_DIAGONALLY_LEFT_R3-5(L).svg,300x403 mm,size from the sheet's 300 x 400 figure; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/r3-5_l.pdf
R4-1-1n,Town Entry Gateway Treatment (Example Only),Regulatory Signs,TOWN_ENTRY_GATEWAY_TREATMENT_EXAMPLE_ONLY_R4-1-1n.svg,1200x1602 mm,size from the sheet's 1600 x 1200 figure; NSW-only code,Original PDFs/r4-1-1n.pdf
R4-11-1n,End Speed Limit (Symbolic) 30 Area,Regulatory Signs,END_SPEED_LIMIT_SYMBOLIC_30_AREA_R4-11-1n.svg,600x1140 mm,size from the sheet's 600 x 1000 figure; drawn proportions differ from the stated size (600 x 1140.44 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-11-1n.pdf
R4-11,End Speed Limit (symbolic) 40 Area,Regulatory Signs,END_SPEED_LIMIT_SYMBOLIC_40_AREA_R4-11.svg,600x1140 mm,size from the sheet's 600 x 1000 figure; drawn proportions differ from the stated size (600 x 1140.44 mm drawn) — check; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/r4-11.pdf
R4-230-1-1n,School Zone (8-9:30am 2:30-4pm) School Days (with flashing lights) 30,Regulatory Signs,,,no drawing found on the sheet,Original PDFs/r4-230-1-1n.pdf
R4-229n,Speed Limit (variable) Truck & Bus Speed Limit,Regulatory Signs,SPEED_LIMIT_VARIABLE_TRUCK_BUS_SPEED_LIMIT_R4-229n.svg,1350x2794 mm,size from the sheet's 1350 x 3020 figure; drawn proportions differ from the stated size (1350 x 2793.96 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-229n.pdf
R4-229n,Speed Limit (variable) Truck & Bus Speed Limit,Regulatory Signs,SPEED_LIMIT_VARIABLE_TRUCK_BUS_SPEED_LIMIT_VAR2_R4-229n.svg,1350x1420 mm,size from the sheet's 1350 x 3020 figure; drawn proportions differ from the stated size (1350 x 1419.92 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-229n.pdf
R4-229n,Speed Limit (variable) Truck & Bus Speed Limit,Regulatory Signs,SPEED_LIMIT_VARIABLE_TRUCK_BUS_SPEED_LIMIT_VAR3_R4-229n.svg,1350x2110 mm,size from the sheet's 1350 x 3020 figure; drawn proportions differ from the stated size (1350 x 2109.57 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-229n.pdf
R4-229n,Speed Limit (variable) Truck & Bus Speed Limit,Regulatory Signs,SPEED_LIMIT_VARIABLE_TRUCK_BUS_SPEED_LIMIT_VAR4_R4-229n.svg,3020x3002 mm,size from the sheet's 1350 x 3020 figure; drawn proportions differ from the stated size (3020 x 3002.08 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-229n.pdf
R4-220n,End Truck & Bus Speed Limit,Regulatory Signs,END_TRUCK_BUS_SPEED_LIMIT_R4-220n.svg,1350x2504 mm,size from the sheet's 1350 x 3620 figure; drawn proportions differ from the stated size (1350 x 2504.27 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-220n.pdf
R4-220n,End Truck & Bus Speed Limit,Regulatory Signs,END_TRUCK_BUS_SPEED_LIMIT_VAR2_R4-220n.svg,1350x2326 mm,size from the sheet's 1350 x 3620 figure; drawn proportions differ from the stated size (1350 x 2326.19 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-220n.pdf
R4-12,End Speed Limit (symbolic),Regulatory Signs,,,no drawing found on the sheet,Original PDFs/r4-12.pdf
R4-205n,State Limit 100,Regulatory Signs,STATE_LIMIT_100_R4-205n.svg,900x901 mm,size from the sheet's 900 x 1650 figure; drawn proportions differ from the stated size (900 x 901.07 mm drawn) — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; NSW-only code,Original PDFs/r4-205n.pdf
R4-230-1n,School Zone (8-9:30am 2:30-4pm) School Days (with flashing lights),Regulatory Signs,,,no drawing found on the sheet,Original PDFs/r4-230-1n.pdf
R4-235-1-1n,School Zone (times) School Days (with flashing Lights) 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_30_R4-235-1-1n.svg,2500x2155 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2154.52 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-1n.pdf
R4-235-1-1n,School Zone (times) School Days (with flashing Lights) 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_30_VAR2_R4-235-1-1n.svg,2500x2025 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2024.81 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-1n.pdf
R4-235-1-1n,School Zone (times) School Days (with flashing Lights) 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_30_VAR3_R4-235-1-1n.svg,2500x2228 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2228.48 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-1n.pdf
R4-230-1-2n,School Zone (8-9:30am 2:30-4pm) School Days 30,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_30_R4-230-1-2n.svg,1995x946 mm,no size found on the sheet; drawn at 1:10 — check; NSW-only code,Original PDFs/r4-230-1-2n.pdf
R4-230-1-2n,School Zone (8-9:30am 2:30-4pm) School Days 30,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_30_VAR2_R4-230-1-2n.svg,1417x1115 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-230-1-2n.pdf
R4-230-1-2n,School Zone (8-9:30am 2:30-4pm) School Days 30,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_30_VAR3_R4-230-1-2n.svg,915x779 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-230-1-2n.pdf
R4-230n,School Zone (8-9:30am 2:30-4pm) School Days,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_R4-230n.svg,2500x2229 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2228.8 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-230n.pdf
R4-230n,School Zone (8-9:30am 2:30-4pm) School Days,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_VAR2_R4-230n.svg,2500x2020 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2019.65 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-230n.pdf
R4-230n,School Zone (8-9:30am 2:30-4pm) School Days,Regulatory Signs,SCHOOL_ZONE_8_9_30AM_2_30_4PM_SCHOOL_DAYS_VAR3_R4-230n.svg,2500x2266 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2266.05 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-230n.pdf
R4-231n,End School Zone,Regulatory Signs,END_SCHOOL_ZONE_R4-231n.svg,1800x1432 mm,size from the sheet's 1800 x 1700 figure; drawn proportions differ from the stated size (1800 x 1432.3 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-231n.pdf
R4-231n,End School Zone,Regulatory Signs,END_SCHOOL_ZONE_VAR2_R4-231n.svg,1800x1415 mm,size from the sheet's 1800 x 1700 figure; drawn proportions differ from the stated size (1800 x 1414.82 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-231n.pdf
R4-231n,End School Zone,Regulatory Signs,END_SCHOOL_ZONE_VAR3_R4-231n.svg,1800x1620 mm,size from the sheet's 1800 x 1700 figure; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-231n.pdf
R4-235-1n,School Zone (times) School Days (with flashing lights),Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_R4-235-1n.svg,2500x2155 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2154.52 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1n.pdf
R4-235-1n,School Zone (times) School Days (with flashing lights),Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_VAR2_R4-235-1n.svg,2500x2025 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2024.81 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1n.pdf
R4-235-1n,School Zone (times) School Days (with flashing lights),Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_WITH_FLASHING_LIGHTS_VAR3_R4-235-1n.svg,2500x2228 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2228.48 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1n.pdf
R4-235-1-2n,School Zone (times) School Days 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_30_R4-235-1-2n.svg,2500x2155 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2154.52 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-2n.pdf
R4-235-1-2n,School Zone (times) School Days 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_30_VAR2_R4-235-1-2n.svg,2500x2025 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2024.81 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-2n.pdf
R4-235-1-2n,School Zone (times) School Days 30,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_30_VAR3_R4-235-1-2n.svg,2500x2228 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2228.48 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235-1-2n.pdf
R4-236-1n,High Pedestrian Activity 30 Area,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_30_AREA_R4-236-1n.svg,1200x756 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 755.86 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-236-1n.pdf
R4-236-1n,High Pedestrian Activity 30 Area,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_30_AREA_VAR2_R4-236-1n.svg,1200x754 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 754.19 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-236-1n.pdf
R4-236n,High Pedestrian Activity 40 Area,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_40_AREA_R4-236n.svg,1200x756 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 755.86 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-236n.pdf
R4-236n,High Pedestrian Activity 40 Area,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_40_AREA_VAR2_R4-236n.svg,1200x754 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 754.19 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-236n.pdf
R4-235n,School Zone (times) School Days,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_R4-235n.svg,2500x2155 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2154.52 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235n.pdf
R4-235n,School Zone (times) School Days,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_VAR2_R4-235n.svg,2500x2025 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2024.81 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235n.pdf
R4-235n,School Zone (times) School Days,Regulatory Signs,SCHOOL_ZONE_TIMES_SCHOOL_DAYS_VAR3_R4-235n.svg,2500x2228 mm,size from the sheet's 2400 x 2500 figure; drawn proportions differ from the stated size (2500 x 2228.48 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-235n.pdf
R4-237-1n,High Pedestrian Activity 30,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_30_R4-237-1n.svg,1483x972 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-237-1n.pdf
R4-237-1n,High Pedestrian Activity 30,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_30_VAR2_R4-237-1n.svg,1375x1024 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-237-1n.pdf
R4-246n,(Speed Zone) Trucks And Buses (Speed Zone) All Other Vehicles,Regulatory Signs,SPEED_ZONE_TRUCKS_AND_BUSES_SPEED_ZONE_ALL_OTHER_VEHICLES_R4-246n.svg,487x506 mm,no size found on the sheet; drawn at 1:10 — check; NSW-only code,Original PDFs/r4-246.pdf
R4-238n,Speed Restriction (Symbolic) - When Raining Here,Regulatory Signs,SPEED_RESTRICTION_SYMBOLIC_WHEN_RAINING_HERE_R4-238n.svg,1350x2736 mm,size from the sheet's 1350 x 3960 figure; drawn proportions differ from the stated size (1350 x 2735.63 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-238n.pdf
R4-238n,Speed Restriction (Symbolic) - When Raining Here,Regulatory Signs,SPEED_RESTRICTION_SYMBOLIC_WHEN_RAINING_HERE_VAR2_R4-238n.svg,1350x2551 mm,size from the sheet's 1350 x 3960 figure; drawn proportions differ from the stated size (1350 x 2551.36 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-238n.pdf
R4-238n,Speed Restriction (Symbolic) - When Raining Here,Regulatory Signs,SPEED_RESTRICTION_SYMBOLIC_WHEN_RAINING_HERE_VAR3_R4-238n.svg,1350x2520 mm,size from the sheet's 1350 x 3960 figure; drawn proportions differ from the stated size (1350 x 2520.38 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-238n.pdf
R4-239n,Speed Restriction (Symbolic) - Unless Raining,Regulatory Signs,SPEED_RESTRICTION_SYMBOLIC_UNLESS_RAINING_R4-239n.svg,1200x1201 mm,size from the sheet's 1200 x 2160 figure; drawn proportions differ from the stated size (1200 x 1201.41 mm drawn) — check; triangulated CAD export unioned; drawn at 3 sizes on the sheet; largest kept; NSW-only code,Original PDFs/r4-239n.pdf
R4-237n,High Pedestrian Activity 40,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_40_R4-237n.svg,1200x756 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 755.86 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-237n.pdf
R4-237n,High Pedestrian Activity 40,Regulatory Signs,HIGH_PEDESTRIAN_ACTIVITY_40_VAR2_R4-237n.svg,1200x754 mm,size from the sheet's 1200 x 900 figure; drawn proportions differ from the stated size (1200 x 754.19 mm drawn) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-237n.pdf
R4-240-1n,Local Traffic Area (30),Regulatory Signs,LOCAL_TRAFFIC_AREA_30_R4-240-1n.svg,600x910 mm,size from the sheet's 600 x 900 figure; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-240-1n.pdf
R4-240n,Local Traffic Area (40),Regulatory Signs,LOCAL_TRAFFIC_AREA_40_R4-240n.svg,600x910 mm,size from the sheet's 600 x 900 figure; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-240n.pdf
R4-241n,End Local Traffic Area,Regulatory Signs,END_LOCAL_TRAFFIC_AREA_R4-241n.svg,600x909 mm,size from the sheet's 600 x 900 figure; background assumed to be a white rectangle (outline drawn as loose strokes) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/r4-241n.pdf
G9-333-2n,One Vehicle Only Per Lane On Green Signal,Guide Signs,ONE_VEHICLE_ONLY_PER_LANE_ON_GREEN_SIGNAL_G9-333-2n.svg,3850x698 mm,size from the sheet's 700 x 3850 figure; NSW-only code,Original PDFs/g9-333-2n.pdf
G9-263n,Heavy Vehicle Inspection Bay (left angled arrow),Guide Signs,,,no drawing found on the sheet,Original PDFs/g9-263n.pdf
G9-31n,Tick Quarantine Gate Ahead Please Drive Slowly,Guide Signs,,,no drawing found on the sheet,Original PDFs/g9-31n.pdf
G9-260-2n,Heavy Vehicle Inspection Bay (1km On Left),Guide Signs,HEAVY_VEHICLE_INSPECTION_BAY_1KM_ON_LEFT_G9-260-2n.svg,2330x1340 mm,size from the sheet's 1340 x 2330 figure; NSW-only code,Original PDFs/g9-260-2n.pdf
G9-333-1n,One Vehicle Only Per Lane On Green Signal,Guide Signs,ONE_VEHICLE_ONLY_PER_LANE_ON_GREEN_SIGNAL_G9-333-1n.svg,600x580 mm,size from the sheet's 580 x 600 figure; NSW-only code,Original PDFs/g9-333-1n.pdf
G9-343n,Trucks & Buses Divert To Safety Station,Guide Signs,TRUCKS_BUSES_DIVERT_TO_SAFETY_STATION_G9-343n.svg,2000x900 mm,size from the sheet's 900 x 2000 figure; NSW-only code,Original PDFs/g9-343n.pdf
G9-30n,Tick Gate Stop For Examination,Guide Signs,TICK_GATE_STOP_FOR_EXAMINATION_G9-30n.svg,1600x850 mm,size from the sheet's 850 x 1600 figure; NSW-only code,Original PDFs/g9-30n.pdf
G9-29n,Fruit Inspection Station,Guide Signs,FRUIT_INSPECTION_STATION_G9-29n.svg,1600x500 mm,size from the sheet's 500 x 1600 figure; NSW-only code,Original PDFs/g9-29n.pdf
G9-400n,Vineyards Phylloxera Free (Prohibited Unless Authorised) Vineyard Machinery/ Grapes/ Soil & Grapevines Ph1800084881,Guide Signs,VINEYARDS_PHYLLOXERA_FREE_PROHIBITED_UNLESS_AUTHORISED_VINEYARD_MACHINERY_GRAPES_G9-400n.svg,2100x1940 mm,size from the sheet's 1940 x 2100 figure; NSW-only code,Original PDFs/g9-400n.pdf
G9-399n,Mobile Phone Detection Cameras Used In NSW Thank You For Driving Safely,Guide Signs,MOBILE_PHONE_DETECTION_CAMERAS_USED_IN_NSW_THANK_YOU_FOR_DRIVING_SAFELY_G9-399n.svg,1373x707 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/g9-399n.pdf
G9-399n,Mobile Phone Detection Cameras Used In NSW Thank You For Driving Safely,Guide Signs,MOBILE_PHONE_DETECTION_CAMERAS_USED_IN_NSW_THANK_YOU_FOR_DRIVING_SAFELY_VAR2_G9-399n.svg,1536x397 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check; triangulated CAD export unioned; NSW-only code,Original PDFs/g9-399n.pdf
G9-399n,Mobile Phone Detection Cameras Used In NSW Thank You For Driving Safely,Guide Signs,MOBILE_PHONE_DETECTION_CAMERAS_USED_IN_NSW_THANK_YOU_FOR_DRIVING_SAFELY_VAR3_G9-399n.svg,1085x341 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check; NSW-only code,Original PDFs/g9-399n.pdf
G9-398n,Mobile Speed Cameras Used In This Area Thank You For Driving Safely,Guide Signs,MOBILE_SPEED_CAMERAS_USED_IN_THIS_AREA_THANK_YOU_FOR_DRIVING_SAFELY_G9-398n.svg,1720x2013 mm,size from the sheet's 2015 x 1720 figure; NSW-only code,Original PDFs/g9-398n.pdf
R2-19-1n,Left Lane Must Exit,Regulatory Signs,LEFT_LANE_MUST_EXIT_R2-19-1n.svg,2000x749 mm,size from the sheet's 750 x 2000 figure; NSW-only code,Original PDFs/g9-73-1n_l.pdf
g9-73-1n_l,Merge Right,Guide Signs,MERGE_RIGHT_g9-73-1n_l.svg,2000x749 mm,size from the sheet's 750 x 2000 figure; NSW-only code,Original PDFs/g9-73-1n_l.pdf
G9-73-1n(R),Merge Right,Guide Signs,MERGE_RIGHT_G9-73-1n(R).svg,2000x749 mm,size from the sheet's 750 x 2000 figure; NSW-only code,Original PDFs/g9-73-1n_r.pdf
G9-380n,Speed Limits Enforced,Guide Signs,SPEED_LIMITS_ENFORCED_G9-380n.svg,1127x370 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; NSW-only code,Original PDFs/g9-380.pdf
G9-260-1n,Heavy Vehicle Inspection Bay (500m On Left),Guide Signs,HEAVY_VEHICLE_INSPECTION_BAY_500M_ON_LEFT_G9-260-1n.svg,2330x1340 mm,size from the sheet's 1340 x 2330 figure; NSW-only code,Original PDFs/g9-260-1n.pdf
G6-315n,Start Variable Speed Limit Zone,Guide Signs,START_VARIABLE_SPEED_LIMIT_ZONE_G6-315n.svg,1400x900 mm,size from the sheet's 900 x 1400 figure; NSW-only code,Original PDFs/g6-315n.pdf
G6-316n,End Variable Speed Limit Zone,Guide Signs,END_VARIABLE_SPEED_LIMIT_ZONE_G6-316n.svg,1400x900 mm,size from the sheet's 900 x 1400 figure; NSW-only code,Original PDFs/g6-316n.pdf
G9-79,Speed Limit Ahead,Guide Signs,,,no drawing found on the sheet,Original PDFs/g9-79.pdf
GE11-2,Tourist Feature (name) USE (Name) EXIT (Example Only),Freeway Signs,TOURIST_FEATURE_NAME_USE_NAME_EXIT_EXAMPLE_ONLY_GE11-2.svg,2800x1379 mm,size from the sheet's 1380 x 2800 figure; code also in the national AS 1743 set,Original PDFs/ge11-2.pdf
GE11-1,Tourist Feature (name) This Exit (Example Only),Freeway Signs,TOURIST_FEATURE_NAME_THIS_EXIT_EXAMPLE_ONLY_GE11-1.svg,2600x980 mm,size from the sheet's 980 x 2600 figure; code also in the national AS 1743 set,Original PDFs/ge11-1.pdf
GE7-10-3,Services (Supplementary Panel) (Example Only),Freeway Signs,SERVICES_SUPPLEMENTARY_PANEL_EXAMPLE_ONLY_GE7-10-3.svg,3240x1320 mm,size from the sheet's 1320 x 3240 figure; code also in the national AS 1743 set,Original PDFs/ge7-10-3.pdf
GE9-23-2,Emergency Median Crossing (symbol) + (x)m,Freeway Signs,EMERGENCY_MEDIAN_CROSSING_SYMBOL_X_M_GE9-23-2.svg,1387x1809 mm,no size found on the sheet; drawn at 1:10 — check; code also in the national AS 1743 set,Original PDFs/ge9-23-2.pdf
GE7-11-3,Services USE (name) EXIT (Example Only),Freeway Signs,SERVICES_USE_NAME_EXIT_EXAMPLE_ONLY_GE7-11-3.svg,4000x2500 mm,size from the sheet's 2500 x 4000 figure; code also in the national AS 1743 set,Original PDFs/ge7-11-3.pdf
R6-30,Median Turning Lane (arrows),Parking Signs,MEDIAN_TURNING_LANE_ARROWS_R6-30.svg,589x1198 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/r6-30.pdf
R6-30,Median Turning Lane (arrows),Parking Signs,MEDIAN_TURNING_LANE_ARROWS_VAR2_R6-30.svg,461x862 mm,no size found on the sheet; drawn at 1:10 — check; background assumed to be a white rectangle (outline drawn as loose strokes) — check; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/r6-30.pdf
W3-1,Stop Sign Ahead (Symbolic),Warning Signs,STOP_SIGN_AHEAD_SYMBOLIC_W3-1.svg,1200x1201 mm,size from the sheet's 1200 x 1200 figure; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w3-1.pdf
W3-1,Stop Sign Ahead (Symbolic),Warning Signs,STOP_SIGN_AHEAD_SYMBOLIC_VAR2_W3-1.svg,1200x1201 mm,size from the sheet's 1200 x 1200 figure; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/w3-1.pdf
W2-7,Roundabout (symbolic),Warning Signs,ROUNDABOUT_SYMBOLIC_W2-7.svg,865x828 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w2-7.pdf
W2-7,Roundabout (symbolic),Warning Signs,ROUNDABOUT_SYMBOLIC_VAR2_W2-7.svg,517x517 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w2-7.pdf
W2-3,T-Junction (Symbolic),Warning Signs,T_JUNCTION_SYMBOLIC_W2-3.svg,865x878 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w2-3.pdf
W2-3,T-Junction (Symbolic),Warning Signs,T_JUNCTION_SYMBOLIC_VAR2_W2-3.svg,517x547 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w2-3.pdf
W3-2,Give Way Sign Ahead (symbolic),Warning Signs,GIVE_WAY_SIGN_AHEAD_SYMBOLIC_W3-2.svg,865x828 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; drawn at 2 sizes on the sheet; largest kept; code also in the national AS 1743 set,Original PDFs/w3-2.pdf
W3-2,Give Way Sign Ahead (symbolic),Warning Signs,GIVE_WAY_SIGN_AHEAD_SYMBOLIC_VAR2_W3-2.svg,486x1060 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/w3-2.pdf
W3-2,Give Way Sign Ahead (symbolic),Warning Signs,GIVE_WAY_SIGN_AHEAD_SYMBOLIC_VAR3_W3-2.svg,517x518 mm,no size found on the sheet; drawn at 1:10 — check; triangulated CAD export unioned; code also in the national AS 1743 set,Original PDFs/w3-2.pdf
W3-4,Road Humps Ahead (symbolic),Warning Signs,ROAD_HUMPS_AHEAD_SYMBOLIC_W3-4.svg,1200x1201 mm,size from the sheet's 1200 x 1200 figure; triangulated CAD export unioned; drawn at 3 sizes on the sheet; largest kept; NSW-only code,Original PDFs/w3-4.pdf
